userID	gender	age	occupation	zip	movieType	mode	median	improvement	Labels
295	M	18	0	80203	Drama	90	90	14.55	['What Happened Was... (1994)', 'Hurlyburly (1998)', 'Goodbye Lover (1999)', 'Barenaked in America (1999)']
292	M	35	7	19406	Drama	90	70	14.01	['Barenaked in America (1999)', "Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975)", 'Ilsa She Wolf of the SS (1974)', 'Julien Donkey-Boy (1999)']
293	M	56	1	55337-4056	Drama	90	90	14.18	['Last Summer in the Hamptons (1995)', 'Plunkett & MaCleane (1999)', 'Land and Freedom (Tierra y libertad) (1995)', 'Visitors The (Les Visiteurs) (1993)']
290	F	25	20	94591	Drama	90	90	14.48	['Thieves (Voleurs Les) (1996)', 'Visitors The (Les Visiteurs) (1993)', 'Jude (1996)', 'Tic Code The (1998)']
291	M	35	12	55110	Drama	90	90	14.57	['American Pimp (1999)', 'Grateful Dead (1995)', 'Goodbye Lover (1999)', 'Cure The (1995)']
3773	M	35	6	50265	Drama	90	90	14.27	['Breakfast of Champions (1999)', 'Buddy (1997)', 'House of the Spirits The (1993)', 'Autumn Sonata (Hstsonaten ) (1978)']
3772	M	35	17	06074	Drama	90	80	14.65	['For All Mankind (1989)', 'Sanjuro (1962)', 'Raiders of the Lost Ark (1981)', 'Shawshank Redemption The (1994)']
3771	M	25	1	14982	Drama	90	80	13.70	['Tic Code The (1998)', 'Funeral The (1996)', 'Audrey Rose (1977)', 'Duel in the Sun (1946)']
3770	F	35	3	50322	Drama	90	90	14.23	['Careful (1992)', 'Man of the Year (1995)', 'Mr. Jealousy (1997)', 'Madame Butterfly (1995)']
3777	M	18	4	23112	Drama	90	90	14.35	['Two Family House (2000)', 'Suture (1993)', 'Alan Smithee Film', 'Last Summer in the Hamptons (1995)']
3775	M	35	12	14619	Drama	90	90	13.84	['Seven Beauties (Pasqualino Settebellezze) (1976)', 'What Happened Was... (1994)', 'Decline of Western Civilization Part II', "Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975)"]
3774	M	25	0	52556	Drama	90	90	14.22	['Mating Habits of the Earthbound Human The (1998)', 'Hana-bi (1997)', 'Idiots The (Idioterne) (1998)', 'Source The (1999)']
4835	M	25	20	14450	Drama	90	90	13.79	['Quest The (1996)', 'Smiling Fish and Goat on Fire (1999)', 'Barenaked in America (1999)', 'Goodbye Lover (1999)']
3779	F	45	2	98383	Drama	90	90	14.46	['Suture (1993)', 'Grateful Dead (1995)', 'Dear Diary (Caro Diario) (1994)', 'Devil Girl From Mars (1954)']
3778	M	25	0	61832	Drama	90	90	14.56	['Source The (1999)', 'Hype! (1996)', 'Underground (1995)', 'Three Wishes (1995)']
4522	M	45	1	81004	Comedy	90	90	14.40	['Kaspar Hauser (1993)', 'About Adam (2000)', 'Barenaked in America (1999)', 'Last Time I Committed Suicide The (1997)']
270	M	50	14	55414	Drama	90	90	14.59	['Jude (1996)', 'Grace of My Heart (1996)', 'Love Serenade (1996)', 'Bent (1997)']
271	M	18	4	48202	Drama	90	90	13.44	['Source The (1999)', 'My Life (1993)', 'Breakfast of Champions (1999)', 'Last Time I Committed Suicide The (1997)']
272	M	18	0	80302	Drama	90	90	14.43	['Beyond the Mat (2000)', 'Cruise The (1998)', 'Stalker (1979)', 'Story of G.I. Joe The (1945)']
273	M	18	4	55427	Drama	90	90	13.85	['Perfect Blue (1997)', 'About Adam (2000)', 'Man of the Year (1995)', 'Rocketship X-M (1950)']
274	M	18	4	55455	Drama	90	90	14.12	['Land and Freedom (Tierra y libertad) (1995)', 'Love & Sex (2000)', 'Nowhere (1997)', 'Dream With the Fishes (1997)']
275	M	25	0	48162	Drama	90	90	14.27	['Love Serenade (1996)', 'He Walked by Night (1948)', 'Among Giants (1998)', 'When Night Is Falling (1995)']
276	M	45	16	01982	Drama	90	80	14.14	['King of Masks The (Bian Lian) (1996)', 'Last Summer in the Hamptons (1995)', 'Bandits (1997)', 'Shawshank Redemption The (1994)']
277	F	35	1	98126	Drama	90	90	13.34	['Frankie Starlight (1995)', 'Beat the Devil (1954)', "I'm the One That I Want (2000)", 'Deterrence (1998)']
278	M	45	18	60482	Drama	90	90	14.10	['Dear Diary (Caro Diario) (1994)', 'Grateful Dead (1995)', 'Bandits (1997)', "I'm the One That I Want (2000)"]
279	M	25	14	91214	Drama	90	90	14.15	['Time Regained (Le Temps Retrouv) (1999)', 'Mating Habits of the Earthbound Human The (1998)', 'Ilsa She Wolf of the SS (1974)', 'Julien Donkey-Boy (1999)']
4520	M	25	4	45810	Drama	90	90	13.94	['Visitors The (Les Visiteurs) (1993)', 'Johns (1996)', 'Shaft in Africa (1973)', 'Shooting Fish (1997)']
4659	F	25	14	37076	Drama	90	90	13.72	['Chushingura (1962)', 'Lady of Burlesque (1943)', 'Thumbelina (1994)', 'Believers The (1987)']
4658	M	25	4	99163	Drama	90	90	14.16	['He Walked by Night (1948)', 'Hard Core Logo (1996)', 'Taste of Cherry (1997)', 'Better Than Chocolate (1999)']
4782	M	45	1	78212	Drama	90	60	13.63	['Ilsa She Wolf of the SS (1974)', 'American Dream (1990)', 'Beat the Devil (1954)', 'Raw Deal (1948)']
2268	F	35	1	46774	Drama	90	70	14.29	['For All Mankind (1989)', 'Bandits (1997)', 'Godfather The (1972)', "I'm the One That I Want (2000)"]
2269	F	45	0	11217	Drama	90	70	13.86	['Sanjuro (1962)', 'Shawshank Redemption The (1994)', "Schindler's List (1993)", 'For All Mankind (1989)']
2262	M	45	17	48116	Comedy	90	90	13.75	['Source The (1999)', 'Henry', 'Bastard Out of Carolina (1996)', 'Very Thought of You The (1998)']
2263	M	25	6	70508	Drama	90	90	13.75	['Julien Donkey-Boy (1999)', 'Better Living Through Circuitry (1999)', 'Cure The (1995)', 'Plunkett & MaCleane (1999)']
2260	F	25	20	46835	Drama	90	90	14.15	['Fall (1997)', 'Rocketship X-M (1950)', 'Whatever (1998)', 'Time Regained (Le Temps Retrouv) (1999)']
2261	M	25	5	33025	Drama	90	90	13.91	['Grateful Dead (1995)', 'Barenaked in America (1999)', 'Hitch-Hiker The (1953)', 'Alien Escape (1995)']
2266	F	50	2	48118	Drama	90	90	14.42	['Schizopolis (1996)', 'Kids (1995)', 'Pather Panchali (1955)', 'World of Apu The (Apur Sansar) (1959)']
2264	F	45	7	37877	Drama	90	90	14.46	['Mating Habits of the Earthbound Human The (1998)', 'Barenaked in America (1999)', 'Julien Donkey-Boy (1999)', 'Dream With the Fishes (1997)']
2265	M	56	13	60506	Drama	90	90	14.56	['Cool Dry Place A (1998)', 'Love Serenade (1996)', 'Saltmen of Tibet The (1997)', 'Sea Wolves The (1980)']
2443	F	35	0	49464	Drama	90	90	13.75	['Country Life (1994)', 'Pajama Game The (1957)', 'Safe Men (1998)', 'Truth or Consequences N.M. (1997)']
2441	F	45	6	42406	Drama	90	75	14.07	['Shawshank Redemption The (1994)', 'Sanjuro (1962)', "Schindler's List (1993)", 'Raiders of the Lost Ark (1981)']
2446	M	18	7	10038	Drama	90	90	13.92	['About Adam (2000)', 'Head Above Water (1996)', 'Bad Taste (1987)', 'Trixie (1999)']
2444	F	45	4	42420	Drama	90	90	14.26	['Taste of Cherry (1997)', 'Hell in the Pacific (1968)', 'How I Won the War (1967)', "Autumn Tale An (Conte d'automne) (1998)"]
2445	M	25	0	48104	Drama	90	90	14.22	['Steal Big Steal Little (1995)', 'Sea Wolves The (1980)', 'Bandits (1997)', 'Land and Freedom (Tierra y libertad) (1995)']
2448	M	35	6	37932	Drama	90	90	14.01	['Safe Men (1998)', 'Steal Big Steal Little (1995)', 'Baraka (1992)', 'Dream With the Fishes (1997)']
2449	M	56	13	37922	Drama	90	70	14.60	['They Might Be Giants (1971)', 'Land and Freedom (Tierra y libertad) (1995)', 'Circus The (1928)', 'Wings (1927)']
47	M	18	4	94305	Drama	90	90	13.99	['Phantasm IV', 'Tic Code The (1998)', 'Psycho Beach Party (2000)', 'Beat the Devil (1954)']
5822	F	35	4	78212	Drama	90	80	14.68	['Sanjuro (1962)', 'Shawshank Redemption The (1994)', "I'm the One That I Want (2000)", 'Godfather The (1972)']
5825	F	25	4	43201	Drama	90	90	14.28	['Filth and the Fury The (2000)', 'World of Apu The (Apur Sansar) (1959)', 'Bandits (1997)', 'Carmen (1984)']
5486	M	25	0	17821	Drama	90	90	14.32	['American Dream (1990)', 'Land and Freedom (Tierra y libertad) (1995)', 'Unstrung Heroes (1995)', 'Very Thought of You The (1998)']
5824	M	18	12	18052	Drama	90	90	14.51	['Grateful Dead (1995)', 'Insomnia (1997)', "Men Don't Leave (1990)", 'Idolmaker The (1980)']
2046	M	35	1	91711	Drama	90	90	14.49	['Visitors The (Les Visiteurs) (1993)', 'Sarafina! (1992)', 'Limbo (1999)', 'Idolmaker The (1980)']
2047	M	1	10	06437	Drama	90	90	13.83	['Hurlyburly (1998)', 'They Might Be Giants (1971)', 'Anne Frank Remembered (1995)', 'Cure The (1995)']
2044	F	45	0	49408	Drama	90	70	14.41	["Ballad of Ramblin' Jack The (2000)", 'For All Mankind (1989)', 'Before the Rain (Pred dozhdot) (1994)', 'Shawshank Redemption The (1994)']
2045	F	1	0	24179	Drama	90	90	14.23	['Very Thought of You The (1998)', 'Mating Habits of the Earthbound Human The (1998)', 'Goodbye Lover (1999)', 'Star Maps (1997)']
2042	M	1	10	79358	Drama	90	90	14.80	['Star Maps (1997)', 'Dear Diary (Caro Diario) (1994)', 'From the Journals of Jean Seberg (1995)', 'Head On (1998)']
2043	M	25	14	37931	Drama	90	75	13.00	["I'm the One That I Want (2000)", 'Shawshank Redemption The (1994)', 'Dream With the Fishes (1997)', 'Bandits (1997)']
2040	F	25	7	02494	Drama	90	80	13.98	['For All Mankind (1989)', 'Godfather The (1972)', "Some Mother's Son (1996)", 'Shawshank Redemption The (1994)']
2041	F	25	20	24015	Drama	90	90	13.77	['Six-String Samurai (1998)', 'Julien Donkey-Boy (1999)', 'Hana-bi (1997)', 'Affair of Love An (Une Liaison Pornographique) (1999)']
4819	M	35	18	17350	Drama	90	90	14.10	['Whatever (1998)', 'Sleepaway Camp (1983)', 'Country (1984)', 'Ballad of Narayama The (Narayama Bushiko) (1982)']
4818	F	25	17	91007	Drama	90	80	14.06	['Maya Lin', 'For All Mankind (1989)', "Some Mother's Son (1996)", 'King of Masks The (Bian Lian) (1996)']
2048	M	50	6	49456	Drama	90	80	13.91	['Chushingura (1962)', 'For All Mankind (1989)', 'Bandits (1997)', 'Shawshank Redemption The (1994)']
5828	M	25	17	90048	Drama	90	80	14.27	['Very Thought of You The (1998)', 'Mrs. Dalloway (1997)', 'Sanjuro (1962)', 'Bandits (1997)']
5485	M	25	4	08544	Drama	90	90	14.16	['Solar Crisis (1993)', 'Taste of Cherry (1997)', 'Fiendish Plot of Dr. Fu Manchu The (1980)', 'Last Summer in the Hamptons (1995)']
4645	F	50	6	48094	Drama	90	90	13.97	['Rocketship X-M (1950)', 'Last Summer in the Hamptons (1995)', "Brain That Wouldn't Die The (1962)", 'Couch in New York A (1996)']
4978	M	35	14	68108	Drama	90	90	14.05	['Barenaked in America (1999)', 'Love & Sex (2000)', 'Plunkett & MaCleane (1999)', 'He Walked by Night (1948)']
2839	M	25	17	10003	Drama	90	70	14.44	['Chushingura (1962)', 'For All Mankind (1989)', 'Bandits (1997)', 'Sanjuro (1962)']
3154	F	25	4	95616	Drama	90	90	14.29	['Grateful Dead (1995)', 'Idiots The (Idioterne) (1998)', 'Passion in the Desert (1998)', 'Head On (1998)']
4140	M	25	0	32112	Drama	90	90	14.60	['Faraway So Close (In Weiter Ferne So Nah!) (1993)', 'Two Family House (2000)', 'Deterrence (1998)', 'Love Serenade (1996)']
4031	M	25	0	42445	Drama	90	80	14.30	['For All Mankind (1989)', 'Julien Donkey-Boy (1999)', 'Raiders of the Lost Ark (1981)', 'Godfather The (1972)']
4849	F	18	4	44515	Drama	90	90	13.91	['Grateful Dead (1995)', "I'm the One That I Want (2000)", 'Six-String Samurai (1998)', 'Steal Big Steal Little (1995)']
5111	M	35	2	78006	Drama	90	90	14.34	['Julien Donkey-Boy (1999)', 'Dream With the Fishes (1997)', 'Head Above Water (1996)', 'Still Crazy (1998)']
4142	M	56	7	01040	Drama	90	70	14.30	['Underground (1995)', 'Schizopolis (1996)', 'For All Mankind (1989)', 'Eighth Day The (Le Huitime jour ) (1996)']
5110	M	35	15	78250	Drama	90	75	14.52	['Bandits (1997)', 'Sanjuro (1962)', 'Shawshank Redemption The (1994)', 'Godfather The (1972)']
3519	F	25	14	11215	Drama	90	90	14.34	['Julien Donkey-Boy (1999)', 'Thieves (Voleurs Les) (1996)', 'Dorado El (1967)', 'Funny Bones (1995)']
3518	F	18	7	11215	Drama	90	90	14.33	['American Pimp (1999)', 'Phantasm IV', 'Black Sabbath (Tre Volti Della Paura I) (1963)', 'Stars Fell on Henrietta The (1995)']
5298	M	35	17	55126	Drama	90	70	14.49	['For All Mankind (1989)', 'Godfather The (1972)', 'Sanjuro (1962)', 'Shawshank Redemption The (1994)']
3513	M	25	16	01890	Drama	90	90	14.15	['About Adam (2000)', 'Love Serenade (1996)', 'Cruise The (1998)', 'Eighth Day The (Le Huitime jour ) (1996)']
3512	M	18	17	02140	Drama	90	90	14.39	['When Night Is Falling (1995)', 'Ilsa She Wolf of the SS (1974)', 'Six-String Samurai (1998)', 'Love Serenade (1996)']
3511	M	50	0	88004	Drama	90	90	14.53	['Damsel in Distress A (1937)', 'Mr. Jealousy (1997)', 'Underground (1995)', "Jason's Lyric (1994)"]
3510	F	18	4	02142	Drama	90	90	14.05	['Love Serenade (1996)', "Dog's Life A (1920)", 'Funny Bones (1995)', "It's My Party (1995)"]
3517	M	18	12	53713	Drama	90	70	13.55	['Circus The (1928)', 'For All Mankind (1989)', 'Sanjuro (1962)', 'Shawshank Redemption The (1994)']
3516	M	18	4	42101	Comedy	90	90	14.45	['Taste of Cherry (1997)', 'Nothing But Trouble (1991)', 'Black Mask (Hak hap) (1996)', "Mummy's Curse The (1944)"]
3515	M	35	3	55042	Drama	90	90	13.71	['Ciao Professore! (Io speriamo che me la cavo ) (1993)', 'Chushingura (1962)', 'Critical Care (1997)', 'Rich and Strange (1932)']
3514	M	18	12	30318	Drama	90	90	13.94	['Grateful Dead (1995)', 'Tic Code The (1998)', 'Last Days The (1998)', 'Germinal (1993)']
2688	M	25	17	54915	Drama	90	80	13.54	['Love in the Afternoon (1957)', 'Star Maps (1997)', 'Great Day in Harlem A (1994)', 'It Conquered the World (1956)']
2689	M	25	12	27511	Drama	90	80	14.78	['Sanjuro (1962)', 'And the Ship Sails On (E la nave va) (1984)', 'Shawshank Redemption The (1994)', 'Grateful Dead (1995)']
2684	F	18	0	19143	Drama	90	90	14.06	['Ilsa She Wolf of the SS (1974)', 'Specials The (2000)', 'Last Night (1998)', 'Funny Bones (1995)']
2685	M	45	7	02116	Drama	90	90	14.36	["Autumn Tale An (Conte d'automne) (1998)", 'Damsel in Distress A (1937)', 'S.F.W. (1994)', 'Niagara (1953)']
2687	M	1	10	08805	Drama	90	90	14.17	['Seven Beauties (Pasqualino Settebellezze) (1976)', 'Six-String Samurai (1998)', 'Sleepaway Camp (1983)', 'Love Serenade (1996)']
2680	M	25	12	01864	Drama	90	90	14.09	['Julien Donkey-Boy (1999)', 'Mad Dog Time (1996)', 'Source The (1999)', 'Loss of Sexual Innocence The (1999)']
2681	F	25	4	48823	Drama	90	90	13.81	['Last Summer in the Hamptons (1995)', 'Get Carter (1971)', 'Funny Bones (1995)', 'Mute Witness (1994)']
2682	M	18	4	43210	Drama	90	90	14.50	['American Dream (1990)', 'Arguing the World (1996)', 'Get Carter (1971)', 'Message to Love']
2683	M	35	7	60188	Drama	90	90	14.30	['Julien Donkey-Boy (1999)', 'Still Crazy (1998)', 'Perfect Blue (1997)', 'Kronos (1957)']
5407	F	35	17	30096	Drama	90	70	14.01	['For All Mankind (1989)', 'Godfather The (1972)', 'Shawshank Redemption The (1994)', 'Sanjuro (1962)']
3999	M	35	17	30701	Drama	90	90	13.96	['American Dream (1990)', 'Man of the Year (1995)', 'Time Regained (Le Temps Retrouv) (1999)', 'War Zone The (1999)']
5406	F	35	0	49504	Drama	90	80	14.36	['Ilsa She Wolf of the SS (1974)', 'Tales of Terror (1962)', 'Hell in the Pacific (1968)', 'Eighth Day The (Le Huitime jour ) (1996)']
5119	F	25	0	10011	Drama	90	80	13.87	['Shawshank Redemption The (1994)', 'Grateful Dead (1995)', 'For All Mankind (1989)', 'Usual Suspects The (1995)']
