Gender	Age	Occupation	Avg Movie Rating	RMSE	Avg Movie Age	Types
M	50	technician/engineer	4.35743038324	0.689427354166	40.3	['Drama', 'Comedy', 'War', 'Film-Noir', 'Animation']
M	50	programmer	4.3324556541	0.722740078175	42.36	['Drama', 'Comedy', 'War', 'Thriller', 'Action']
M	50	writer	4.25508775205	0.879220747465	25.86	['Drama', 'Comedy', 'Romance', 'Documentary', 'Crime']
M	45	programmer	4.34206524744	0.625484614675	34.74	['Drama', 'Comedy', 'Animation', 'War', 'Film-Noir']
M	25	technician/engineer	4.33356153219	0.771107484419	42.22	['Drama', 'Comedy', 'Action', 'Adventure', 'War']
F	18	college/grad student	4.18143368398	1.15636799495	52.12	['Drama', 'Comedy', 'Romance', 'Musical', 'Documentary']
F	18	college/grad student	4.39310932122	0.83547892502	35.86	['Drama', 'Comedy', 'Thriller', 'Animation', 'Action']
M	45	self-employed	4.41936048547	0.933776644012	40.64	['Drama', 'Comedy', 'Thriller', 'Animation', 'Documentary']
F	25	clerical/admin	4.26375591794	0.775798071988	27.2	['Drama', 'Documentary', 'Comedy', 'Animation', 'Romance']
F	1	K-12 student	4.40038321823	0.846005644194	49.12	['Drama', 'Comedy', 'Action', 'Documentary', 'Romance']
M	35	academic/educator	3.9686882004	1.11947131212	29.2	['Drama', 'Comedy', 'Romance', 'Musical', 'Documentary']
M	25	college/grad student	4.3333531263	0.985531224036	45.1	['Drama', 'War', 'Crime', 'Thriller', 'Adventure']
F	35	executive/managerial	4.31037706451	1.09840424956	56.22	['Comedy', 'Drama', 'Romance', 'Film-Noir', 'Action']
F	1	other	4.29969291428	0.894705613956	39.4	['Drama', 'Comedy', 'Romance', 'War', 'Adventure']
M	35	technician/engineer	4.28748730678	1.24847081349	35.62	['Drama', 'Comedy', 'Romance', 'War', 'Action']
M	50	writer	4.23615995832	0.7183554235	41.32	['Drama', 'Comedy', 'Thriller', 'War', 'Film-Noir']
M	18	college/grad student	4.22776789281	1.30769839574	29.4	['Drama', 'Action', 'Comedy', 'Crime', 'Thriller']
F	25	other	4.36472743352	0.807581301038	43.92	['Drama', 'Comedy', 'Documentary', 'Crime', 'Animation']
M	25	customer service	4.31103614084	0.794686458775	38.86	['Drama', 'Comedy', 'War', 'Thriller', 'Adventure']
M	45	retired	4.31803245539	0.99378105027	32.64	['Drama', 'Thriller', 'Action', 'Comedy', 'Documentary']
M	25	other	4.35779950387	1.00532498756	48.62	['Drama', 'Comedy', 'War', 'Thriller', 'Crime']
F	25	homemaker	4.2637775386	0.607937263956	32.96	['Drama', 'Comedy', 'Romance', 'Musical', "Children's"]
M	25	other	4.15912339209	0.987511734963	28.36	['Comedy', 'Drama', 'Action', 'Adventure', 'Documentary']
F	35	executive/managerial	4.29090033702	0.791708955345	38.86	['Drama', 'Adventure', 'Action', 'Comedy', 'War']
M	18	customer service	4.26902353928	0.837697663888	31.56	['Drama', 'Comedy', 'Romance', 'Thriller', 'Adventure']
M	25	other	4.35430456437	0.926499241832	48.56	['Drama', 'War', 'Film-Noir', 'Comedy', 'Thriller']
F	18	technician/engineer	4.26922531215	0.752574585058	24.78	['Drama', 'Comedy', 'Documentary', 'Animation', 'Crime']
M	25	college/grad student	4.35682526851	0.915974374106	42.5	['Drama', 'Thriller', 'Comedy', 'Crime', 'War']
M	25	programmer	4.22108617928	0.340832996282	28.4	['Drama', 'Action', 'Comedy', 'War', 'Adventure']
M	25	self-employed	4.27367958098	1.11879318974	31.2	['Drama', 'Comedy', 'Action', 'Thriller', 'Documentary']
M	25	programmer	4.31738819888	1.07328865902	31.8	['Drama', 'Comedy', 'Action', 'War', 'Romance']
M	25	executive/managerial	4.28482209362	0.789598337725	33.38	['Drama', 'Action', 'Thriller', 'Crime', 'War']
M	25	sales/marketing	4.23267715192	1.02173652404	33.76	['Drama', 'War', 'Action', 'Comedy', 'Western']
M	56	academic/educator	4.32258498595	0.659213981636	43.94	['Drama', 'Action', 'War', 'Adventure', 'Thriller']
F	56	doctor/health care	4.11660704928	0.587146581337	30.8	['Drama', 'Action', 'Romance', 'Comedy', 'War']
F	18	college/grad student	4.33523366298	0.983533409708	25.84	['Drama', 'Action', 'Thriller', 'Sci-Fi', 'Comedy']
M	25	other	4.33998131876	0.718426232301	28.74	['Drama', 'Crime', 'Action', 'War', 'Thriller']
M	56	technician/engineer	4.26168715626	0.694476599567	41.68	['Drama', 'Comedy', 'Romance', 'War', 'Thriller']
M	50	academic/educator	4.28827268652	0.902402965137	29.18	['Drama', 'Crime', 'Action', 'War', 'Thriller']
F	18	clerical/admin	4.18337324154	0.893806572396	28.46	['Drama', 'Action', 'War', 'Thriller', 'Comedy']
F	25	artist	4.39652497673	0.900043374046	46.6	['Drama', 'Comedy', 'Documentary', 'Thriller', 'War']
M	25	self-employed	4.27877921948	0.782921043361	32.36	['Drama', 'War', 'Thriller', 'Crime', 'Action']
M	25	other	4.3061345451	0.743209126799	41.02	['Drama', 'Comedy', 'Documentary', 'Animation', 'Thriller']
M	25	clerical/admin	4.3933842591	0.854962633335	45.8	['Drama', 'War', 'Thriller', 'Comedy', 'Action']
F	50	technician/engineer	4.37690111844	0.574994827097	43.3	['Drama', 'Comedy', 'Adventure', 'Thriller', 'Animation']
M	25	lawyer	4.37996985114	0.83256194069	49.5	['Drama', 'Comedy', 'Documentary', 'Romance', 'Film-Noir']
M	45	programmer	4.30839046264	0.994255106534	41.68	['Drama', 'War', 'Comedy', 'Thriller', 'Action']
M	45	self-employed	4.30394052943	0.535498510751	42.38	['Drama', 'Comedy', 'War', 'Thriller', 'Documentary']
M	25	technician/engineer	4.33007183552	0.745898165356	39.2	['Drama', 'Crime', 'Thriller', 'Documentary', 'War']
M	25	sales/marketing	4.340874069	0.898354465026	35.18	['Drama', 'War', 'Thriller', 'Comedy', 'Crime']
M	35	executive/managerial	4.35954120554	0.856128524151	46.26	['Comedy', 'Drama', 'Thriller', 'Film-Noir', 'Romance']
F	25	clerical/admin	4.38804376835	1.13348630357	48.66	['Drama', 'Comedy', 'Romance', 'Thriller', 'Adventure']
M	35	other	3.19356913183	1.68423759776	25.66	['Drama', 'Comedy', 'Romance', "Children's", 'Crime']
F	45	other	4.20988983683	0.577489372679	38.88	['Drama', 'Comedy', 'Romance', 'Thriller', 'War']
M	25	writer	4.38353958298	0.629526645855	48.9	['Drama', 'Comedy', 'Thriller', 'Film-Noir', 'Documentary']
M	18	other	4.23287253507	0.857914174303	25.74	['Drama', 'Action', 'Comedy', 'Thriller', 'Documentary']
M	18	college/grad student	4.27814085476	0.831025527642	30.32	['Drama', 'Action', 'Comedy', 'War', 'Thriller']
M	25	college/grad student	4.29429109922	0.876518013327	40.64	['Drama', 'Comedy', 'War', 'Adventure', 'Action']
M	35	programmer	4.35533553355	1.04473832592	46.46	['Drama', 'Comedy', 'Crime', 'Romance', 'Action']
M	25	programmer	4.32757703628	0.73594585733	42.0	['Drama', 'Action', 'Comedy', 'War', 'Crime']
M	35	lawyer	4.38038395274	1.00383698756	32.42	['Drama', 'Documentary', 'Comedy', 'Crime', 'Romance']
M	18	technician/engineer	4.31433363372	0.448267480859	40.74	['Drama', 'Comedy', 'Thriller', 'Romance', 'Adventure']
F	50	doctor/health care	4.34470279562	0.764015701754	54.68	['Drama', 'Film-Noir', 'Comedy', 'Thriller', 'War']
M	45	other	4.37194673814	0.601224289276	39.52	['Drama', 'Comedy', 'War', 'Action', 'Thriller']
F	18	academic/educator	4.27589982528	0.393949607488	32.08	['Drama', 'Comedy', 'Thriller', 'Adventure', 'Action']
M	18	college/grad student	3.98441847524	0.859432423633	27.36	['Drama', 'Documentary', 'Comedy', 'Romance', 'Thriller']
M	18	other	4.37475627194	0.887385927215	45.14	['Drama', 'War', 'Comedy', 'Adventure', 'Action']
M	35	academic/educator	4.17953333333	0.744386944351	33.26	['Drama', 'Comedy', 'Romance', 'Documentary', 'War']
M	35	doctor/health care	4.38169548714	1.03096499094	48.52	['Drama', 'Comedy', 'Documentary', 'Film-Noir', 'Animation']
M	1	K-12 student	4.31065725149	0.698515874083	39.88	['Drama', 'War', 'Comedy', 'Action', 'Adventure']
F	18	college/grad student	4.29201554692	0.862035122792	40.74	['Drama', 'Comedy', 'Action', 'Thriller', 'Romance']
F	18	college/grad student	4.29484823662	0.640300371524	25.2	['Drama', 'Comedy', 'Action', 'Adventure', 'Sci-Fi']
F	25	academic/educator	3.85058770344	0.735507259075	40.6	['Drama', 'Comedy', 'Romance', 'War', 'Western']
F	35	other	4.40009415563	0.935798036644	40.74	['Drama', 'Comedy', 'War', 'Documentary', 'Romance']
F	25	academic/educator	4.24915479015	0.742834067909	35.5	['Drama', 'Action', 'Comedy', 'War', 'Romance']
F	35	executive/managerial	4.38042604502	0.660279443548	35.98	['Drama', 'Comedy', 'Thriller', 'Crime', 'Romance']
M	45	academic/educator	4.35784067141	0.962649680578	46.88	['Drama', 'Thriller', 'Comedy', 'War', 'Adventure']
M	25	sales/marketing	3.95050286516	0.859002473292	29.88	['Drama', 'Action', 'War', 'Romance', 'Adventure']
M	25	other	4.2996797671	0.994807627796	30.1	['Drama', 'Comedy', 'Animation', 'Action', 'Documentary']
M	35	executive/managerial	4.39436331656	0.509886487478	52.38	['Drama', 'Comedy', 'Film-Noir', 'Thriller', 'Romance']
F	45	executive/managerial	4.38410145623	0.567464701347	34.3	['Drama', 'Crime', 'Documentary', 'Comedy', 'Thriller']
M	25	executive/managerial	4.16334900009	1.17276912593	32.88	['Drama', 'Comedy', 'Action', 'Adventure', 'War']
M	25	academic/educator	4.3665257968	0.909215398594	41.92	['Drama', 'Thriller', 'War', 'Film-Noir', 'Comedy']
M	25	programmer	4.33605952178	0.728321403534	37.8	['Drama', 'Comedy', 'Action', 'Sci-Fi', 'Film-Noir']
F	25	lawyer	4.36312690867	0.767734844222	50.3	['Drama', 'War', 'Comedy', 'Action', 'Romance']
M	35	self-employed	4.14441770934	1.18003930448	32.28	['Drama', 'Action', 'War', 'Adventure', 'Thriller']
M	56	technician/engineer	4.34824465118	0.82456307094	44.2	['Drama', 'Action', 'War', 'Adventure', 'Thriller']
M	45	self-employed	4.39830508475	1.07891379704	49.54	['Drama', 'Thriller', 'War', 'Comedy', 'Film-Noir']
M	18	tradesman/craftsman	4.34508278181	0.885140167659	32.34	['Drama', 'Comedy', 'Action', 'Crime', 'Adventure']
M	35	technician/engineer	4.32663151938	0.877343417665	41.02	['Drama', 'Comedy', 'Crime', 'War', 'Adventure']
M	35	other	4.34911374531	0.506613670001	30.82	['Drama', 'Comedy', 'Animation', 'Action', 'Documentary']
M	25	other	4.31432073327	0.680988134158	36.8	['Drama', 'War', 'Comedy', 'Action', 'Crime']
M	18	doctor/health care	4.32720999627	0.567483401103	46.12	['Drama', 'Comedy', 'Film-Noir', 'Documentary', 'Thriller']
M	25	artist	4.32323152398	1.02069058497	46.98	['Drama', 'Comedy', 'Documentary', 'Animation', 'Adventure']
F	50	academic/educator	4.40421231784	0.681599733618	44.34	['Drama', 'Comedy', 'Thriller', 'Film-Noir', 'Crime']
M	25	executive/managerial	4.29830939033	0.602850813242	38.06	['Drama', 'Comedy', 'War', 'Adventure', 'Action']
F	25	academic/educator	4.27237493292	0.909277913009	32.4	['Drama', 'Comedy', 'Documentary', 'Thriller', 'Romance']
F	50	academic/educator	4.14383313493	1.07126673497	43.44	['Drama', 'Comedy', "Children's", 'Documentary', 'Animation']
M	25	executive/managerial	4.39302624565	0.753092913006	55.38	['Drama', 'Comedy', 'Adventure', 'Thriller', 'Romance']
M	25	customer service	4.37923216445	0.600705188569	43.22	['Drama', 'Thriller', 'Film-Noir', 'Comedy', 'Documentary']
M	25	technician/engineer	4.24779411765	0.410259254886	34.9	['Drama', 'Comedy', 'War', 'Crime', 'Thriller']
M	25	executive/managerial	4.16397807008	0.453284720756	31.5	['Drama', 'Action', 'War', 'Comedy', 'Romance']
F	45	artist	4.36873500171	1.04497975594	39.32	['Drama', 'Comedy', 'Thriller', 'Romance', 'Adventure']
M	56	sales/marketing	4.32987773513	0.526815332633	52.6	['Drama', 'War', 'Action', 'Thriller', 'Film-Noir']
M	45	programmer	4.33678419309	0.837911489467	28.62	['Drama', 'Comedy', 'Romance', 'Adventure', 'Documentary']
F	45	doctor/health care	4.25946887244	1.12223660513	29.48	['Drama', 'Action', 'Comedy', 'Thriller', 'Sci-Fi']
F	35	homemaker	3.87391555813	1.023511449	21.52	['Drama', 'Romance', 'Comedy', "Children's", 'Thriller']
M	25	executive/managerial	4.38585970936	0.637673384823	48.9	['Drama', 'Comedy', 'Thriller', 'War', 'Crime']
M	25	executive/managerial	4.29164503449	0.781992949733	27.22	['Drama', 'Action', 'Comedy', 'Thriller', 'Crime']
F	45	sales/marketing	4.25885081165	0.607869660451	42.7	['Drama', 'Documentary', 'Comedy', 'Horror', 'Crime']
M	56	academic/educator	4.42061145252	0.836126308588	52.62	['Drama', 'War', 'Thriller', 'Adventure', 'Film-Noir']
F	25	lawyer	4.33440236832	0.665102867787	37.06	['Drama', 'Comedy', 'War', 'Action', 'Animation']
M	25	other	3.99834848917	0.861359782299	24.86	['Drama', 'Action', 'Thriller', 'Romance', 'War']
M	25	artist	4.37366472202	0.961943011406	40.18	['Drama', 'War', 'Crime', 'Comedy', 'Thriller']
F	35	sales/marketing	4.32171222756	0.874337223824	42.06	['Drama', 'Comedy', 'Action', 'Romance', 'War']
M	56	technician/engineer	4.41657083116	0.517202912275	51.22	['Drama', 'Comedy', 'War', 'Thriller', 'Romance']
M	35	technician/engineer	4.37495689867	1.00304098016	46.38	['Drama', 'Comedy', 'Animation', 'War', 'Thriller']
M	1	K-12 student	3.92595795636	1.40177935246	23.32	['Comedy', 'Action', 'Drama', 'Thriller', 'Sci-Fi']
M	18	college/grad student	4.15737719775	0.947874525945	31.48	['Drama', 'Comedy', 'Action', 'Adventure', 'Romance']
F	25	college/grad student	4.32802547771	0.953886749488	34.28	['Drama', 'Comedy', 'War', 'Animation', 'Action']
M	35	other	4.39542102191	0.728127073313	41.86	['Drama', 'Comedy', 'Film-Noir', 'Action', 'War']
M	45	academic/educator	4.42649372331	0.555513946283	40.92	['Drama', 'Comedy', 'War', 'Action', 'Thriller']
M	50	executive/managerial	4.36791463871	0.565403351525	40.9	['Drama', 'Comedy', 'Documentary', 'Thriller', 'Crime']
F	18	college/grad student	4.01764305534	0.296276035471	31.98	['Drama', 'Romance', 'Comedy', 'Documentary', 'Crime']
F	50	executive/managerial	3.55944460515	1.25981634165	26.78	['Drama', 'Comedy', 'Romance', 'Thriller', 'War']
M	35	self-employed	4.31318204365	1.14225451836	22.44	['Drama', 'Comedy', 'Documentary', 'Romance', 'Thriller']
M	25	college/grad student	4.31840466926	0.986515580835	35.94	['Drama', 'Comedy', 'Documentary', 'War', 'Action']
M	18	other	4.36135113904	0.718650667536	35.92	['Drama', 'Comedy', 'Crime', 'Action', 'Documentary']
