userID,gender,age,occupation,zip,city,state,movieType,mode,median,improvement
100,M,35,17,95401,Santa Rosa,CA,Drama,90,90,3
101,F,18,3,33314,Fort Lauderdale,FL,Drama,90,90,1
106,F,35,11,79101,Amarillo,TX,Drama,90,70,2
105,M,45,12,90277,Redondo Beach,CA,Drama,90,90,2
4813,F,35,9,46077,Zionsville,IN,Drama,90,90,1
2047,M,1,10,06437,Guilford,CT,Drama,90,90,2
3597,M,25,17,55446,Minneapolis,MN,Drama,90,90,4
2045,F,1,0,24179,Vinton,VA,Drama,90,90,3
2042,M,1,10,79358,Ropesville,TX,Comedy,90,90,3
2043,M,25,14,37931,Knoxville,TN,Drama,90,70,3
4815,F,50,18,04849,Lincolnville,ME,Drama,90,90,2
2041,F,25,20,24015,Roanoke,VA,Comedy,90,90,2
2188,F,18,19,60641,Chicago,IL,Drama,90,90,4
4818,F,25,17,91007,Arcadia,CA,Drama,90,80,3
2048,M,50,6,49456,Spring Lake,MI,Drama,90,70,2
4832,M,25,14,17857,Northumberland,PA,Drama,90,70,3
5828,M,25,17,90048,Los Angeles,CA,Drama,90,90,4
5485,M,25,4,08544,Princeton,NJ,Drama,90,90,3
4645,F,50,6,48094,Washington,MI,Drama,90,90,2
2745,F,35,1,30345,Atlanta,GA,Drama,90,90,3
4872,M,45,1,03909,York,ME,Drama,90,90,3
4978,M,35,14,68108,Omaha,NE,Drama,90,90,3
2839,M,25,17,10003,New York,NY,Drama,90,70,3
5114,F,1,10,22932,Crozet,VA,Drama,90,90,4
3692,M,35,17,89147,Las Vegas,NV,Drama,90,90,3
5987,M,25,16,10003,New York,NY,Drama,90,90,3
4970,F,25,12,94526,Danville,CA,Drama,90,80,1
4279,M,25,16,43215,Columbus,OH,Drama,90,80,3
2038,F,45,1,33301,Fort Lauderdale,FL,Drama,90,90,3
4243,M,56,7,32137,Palm Coast,FL,Drama,90,90,2
2639,F,25,6,80236,Denver,CO,Drama,90,70,4
4456,F,35,2,49770,Petoskey,MI,Drama,90,90,3
4142,M,56,7,01040,Holyoke,MA,Drama,90,85,3
2638,M,25,14,06405,Branford,CT,Drama,90,90,3
3519,F,25,14,11215,Brooklyn,NY,Drama,90,90,3
3518,F,18,7,11215,Brooklyn,NY,Drama,90,70,3
5298,M,35,17,55126,Saint Paul,MN,Drama,90,70,2
3513,M,25,16,01890,Winchester,MA,Drama,90,90,3
3693,M,25,15,94062,Redwood City,CA,Drama,90,90,3
3511,M,50,0,88004,Las Cruces,NM,Drama,90,90,0
3510,F,18,4,02142,Cambridge,MA,Comedy,90,90,2
1210,M,25,17,27519,Cary,NC,Drama,90,90,0
3516,M,18,4,42101,Bowling Green,KY,Drama,90,90,3
3515,M,35,3,55042,Lake Elmo,MN,Drama,90,90,3
3514,M,18,12,30318,Atlanta,GA,Drama,90,90,2
2688,M,25,17,54915,Appleton,WI,Drama,90,80,5
2831,M,25,0,32225,Jacksonville,FL,Drama,90,70,2
2684,F,18,0,19143,Philadelphia,PA,Drama,90,90,1
2685,M,45,7,02116,Boston,MA,Drama,90,90,2
2687,M,1,10,08805,Bound Brook,NJ,Drama,90,90,3
2680,M,25,12,01864,North Reading,MA,Drama,90,90,1
2681,F,25,4,48823,East Lansing,MI,Drama,90,90,3
2682,M,18,4,43210,Columbus,OH,Drama,90,90,3
2683,M,35,7,60188,Carol Stream,IL,Drama,90,90,0
5407,F,35,17,30096,Duluth,GA,Drama,90,70,3
697,F,50,6,97330,Corvallis,OR,Drama,90,90,3
849,M,25,3,75006,Carrollton,TX,Drama,90,90,1
3999,M,35,17,30701,Calhoun,GA,Drama,90,90,1
3390,F,45,20,02476,Arlington,MA,Drama,90,90,4
3441,F,25,14,94109,San Francisco,CA,Drama,90,90,2
3998,M,45,0,74354,Miami,OK,Drama,90,80,1
5405,F,50,7,12866,Saratoga Springs,NY,Drama,90,90,2
2739,F,35,7,92316,Bloomington,CA,Drama,90,70,1
99,F,1,10,19390,West Grove,PA,Drama,90,90,3
98,F,35,7,33547,Lithia,FL,Comedy,90,90,2
3019,M,50,12,97330,Corvallis,OR,Drama,90,80,2
91,M,35,7,07650,Palisades Park,NJ,Drama,90,70,1
90,M,56,13,85749,Tucson,AZ,Drama,90,90,1
5109,F,45,6,19802,Wilmington,DE,Drama,90,90,2
2140,M,45,14,46804,Fort Wayne,IN,Drama,90,90,4
95,M,45,0,98201,Everett,WA,Drama,90,90,3
97,F,35,3,66210,Shawnee Mission,KS,Drama,90,70,3
3394,M,35,7,90069,West Hollywood,CA,Drama,90,90,3
1623,M,50,15,07746,Marlboro,NJ,Drama,90,70,4
1622,M,18,4,53715,Madison,WI,Drama,90,80,3
1993,M,35,17,99508,Anchorage,AK,Drama,90,90,3
1620,M,25,20,48009,Birmingham,MI,Drama,90,60,3
1995,M,25,1,85364,Yuma,AZ,Drama,90,90,2
1626,M,18,4,10010,New York,NY,Drama,90,90,5
1997,M,25,0,84108,Salt Lake City,UT,Drama,90,90,3
1996,M,35,0,85621,Nogales,AZ,Drama,90,90,1
1999,F,35,3,02113,Boston,MA,Drama,90,90,1
1998,F,50,9,24018,Roanoke,VA,Drama,90,90,2
1629,M,18,4,10003,New York,NY,Drama,90,80,3
5189,F,45,7,80304,Boulder,CO,Drama,90,90,2
5646,M,18,4,96744,Kaneohe,HI,Drama,90,90,3
3209,M,25,0,21555,Oldtown,MD,Drama,90,85,0
3208,M,25,14,30342,Atlanta,GA,Drama,90,90,2
3012,M,25,12,78660,Pflugerville,TX,Drama,90,90,2
3398,M,18,20,30033,Decatur,GA,Drama,90,75,4
4376,F,25,5,27203,Asheboro,NC,Drama,90,90,4
3534,M,35,17,68506,Lincoln,NE,Drama,90,90,3
2860,M,35,17,20009,Washington,DC,Drama,90,90,3
2861,M,25,15,06510,New Haven,CT,Drama,90,80,3
2862,M,45,7,55066,Red Wing,MN,Drama,90,80,3
2863,F,25,2,27705,Durham,NC,Drama,90,90,0
559,F,25,7,60422,Flossmoor,IL,Drama,90,75,2
2865,F,25,6,21014,Bel Air,MD,Drama,90,60,1
2974,M,18,4,48105,Ann Arbor,MI,Drama,90,90,5
2867,M,45,17,15204,Pittsburgh,PA,Drama,90,70,4
2868,M,35,12,94025,Menlo Park,CA,Drama,90,90,2
2869,M,50,17,07650,Palisades Park,NJ,Drama,90,90,4
557,M,56,1,30030,Decatur,GA,Drama,90,90,4
556,F,25,9,37221,Nashville,TN,Comedy,90,90,3
551,M,35,20,55116,Saint Paul,MN,Drama,90,90,2
550,M,45,8,21559,-,-,Drama,90,90,4
553,M,25,2,94131,San Francisco,CA,Drama,90,90,1
552,M,50,18,23456,Virginia Beach,VA,Drama,90,90,2
3324,M,35,17,48083,Troy,MI,Drama,90,70,3
5054,M,35,2,20818,Cabin John,MD,Drama,90,90,3
5474,M,25,12,20009,Washington,DC,Drama,90,85,1
3014,M,35,7,06430,Fairfield,CT,Drama,90,90,3
4143,F,25,5,60441,Lockport,IL,Drama,90,80,3
5055,F,35,16,97330,Corvallis,OR,Drama,90,90,3
1199,M,50,13,77459,Missouri City,TX,Drama,90,90,3
1198,M,1,10,49544,Grand Rapids,MI,Drama,90,90,4
3348,M,45,16,94546,Castro Valley,CA,Drama,90,90,2
3349,F,18,4,92054,Oceanside,CA,Comedy,90,90,2
1191,F,35,0,98117,Seattle,WA,Drama,90,70,2
1190,M,45,0,98031,Kent,WA,Drama,90,90,2
1193,M,25,12,90712,Lakewood,CA,Drama,90,90,2
1192,M,50,16,98103,Seattle,WA,Drama,90,65,3
3346,M,35,7,54016,Hudson,WI,Drama,90,80,2
1194,F,25,1,95617,Davis,CA,Drama,90,90,3
1197,M,35,1,44077,Painesville,OH,Drama,90,70,2
1196,F,18,14,22203,Arlington,VA,Drama,90,90,3
1759,M,25,16,22112,-,-,Comedy,90,90,2
1758,F,25,0,33067,Pompano Beach,FL,Drama,90,90,2
1757,M,25,4,75206,Dallas,TX,Drama,90,90,4
1755,F,18,4,77005,Houston,TX,Drama,90,90,3
1754,M,18,19,27028,Mocksville,NC,Drama,90,70,4
1753,M,35,6,90803,Long Beach,CA,Comedy,90,90,4
1752,M,25,3,96813,Honolulu,HI,Drama,90,90,2
1751,M,35,20,77024,Houston,TX,Drama,90,70,3
1750,M,50,5,10128,New York,NY,Drama,90,80,4
1177,F,25,17,01453,Leominster,MA,Drama,90,80,2
1176,M,56,1,44256,Medina,OH,Drama,90,90,2
1175,F,25,2,90020,Los Angeles,CA,Drama,90,90,4
1174,F,18,16,91780,Temple City,CA,Drama,90,80,2
1173,F,25,7,10019,New York,NY,Drama,90,90,3
3035,F,25,7,90230,Culver City,CA,Drama,90,90,3
1170,M,56,3,10023,New York,NY,Drama,90,90,4
4251,M,45,7,60139,Glendale Heights,IL,Drama,90,90,3
4250,F,50,0,33313,Fort Lauderdale,FL,Drama,90,90,3
4253,M,45,11,03301,Concord,NH,Drama,90,90,2
4252,F,35,3,28262,Charlotte,NC,Drama,90,90,3
3213,F,25,1,83705,Boise,ID,Drama,90,90,3
1179,M,50,1,91030,South Pasadena,CA,Drama,90,90,4
4256,F,1,2,78945,La Grange,TX,Drama,90,70,3
5532,M,25,17,27408,Greensboro,NC,Drama,90,90,3
5531,M,50,17,09056,-,-,Drama,90,90,2
5530,F,18,4,63141,Saint Louis,MO,Drama,90,90,4
5536,M,25,16,67204,Wichita,KS,Drama,90,90,1
5535,M,25,15,94538,Fremont,CA,Drama,90,90,3
510,M,18,12,55109,Saint Paul,MN,Drama,90,90,2
4523,M,18,2,55304,Andover,MN,Drama,90,90,3
5539,F,25,20,91403,Sherman Oaks,CA,Drama,90,90,3
5538,M,45,12,55102,Saint Paul,MN,Drama,90,80,3
513,M,25,0,55119,Saint Paul,MN,Drama,90,90,1
644,M,25,20,93704,Fresno,CA,Drama,90,90,4
1285,M,35,4,98125,Seattle,WA,Drama,90,90,1
1284,M,45,16,33334,Fort Lauderdale,FL,Drama,90,90,2
1287,F,50,7,94611,Oakland,CA,Drama,90,80,2
1286,M,35,17,92630,Lake Forest,CA,Drama,90,80,4
1281,M,25,19,97209,Portland,OR,Drama,90,90,3
1280,M,1,10,97801,Pendleton,OR,Drama,90,70,4
1283,F,18,1,94607,Oakland,CA,Drama,90,80,1
1282,M,50,1,98541,Elma,WA,Drama,90,60,3
515,M,25,1,55406,Minneapolis,MN,Drama,90,90,1
1289,M,45,6,78750,Austin,TX,Drama,90,90,1
1288,F,35,19,92867,Orange,CA,Drama,90,50,2
514,M,25,2,55113,Saint Paul,MN,Drama,90,90,2
3756,M,18,12,53188,Waukesha,WI,Drama,90,90,3
3430,F,45,1,15208,Pittsburgh,PA,Drama,90,90,2
1579,M,25,0,60201,Evanston,IL,Drama,90,90,3
689,F,50,0,48103,Ann Arbor,MI,Drama,90,90,3
688,M,56,13,13407,Mohawk,NY,Drama,90,70,3
3431,F,45,6,48867,Owosso,MI,Drama,90,90,2
685,M,25,4,27514,Chapel Hill,NC,Drama,90,90,2
684,M,25,4,27510,Carrboro,NC,Drama,90,90,0
1571,M,25,20,98033,Kirkland,WA,Drama,90,90,3
686,M,18,4,27514,Chapel Hill,NC,Drama,90,90,3
1577,M,56,0,72227,Little Rock,AR,Drama,90,90,2
1576,F,45,9,85202,Mesa,AZ,Drama,90,90,4
1575,F,50,7,94949,Novato,CA,Drama,90,70,3
682,M,25,4,27510,Carrboro,NC,Drama,90,90,3
623,M,25,17,60555,Warrenville,IL,Drama,90,90,2
875,M,1,10,94707,Berkeley,CA,Drama,90,90,1
4261,F,35,6,07950,Morris Plains,NJ,Drama,90,90,1
469,M,35,6,55122,Saint Paul,MN,Drama,90,70,4
872,M,50,1,20815,Chevy Chase,MD,Drama,90,80,2
1225,M,45,7,61081,Sterling,IL,Drama,90,80,3
3435,M,45,1,48867,Owosso,MI,Drama,90,90,3
1224,M,50,13,02125,Boston,MA,Drama,90,90,2
3436,M,35,0,98503,Lacey,WA,Drama,90,90,3
4152,M,25,14,74114,Tulsa,OK,Drama,90,90,2
626,M,18,4,77005,Houston,TX,Drama,90,90,2
5017,M,35,12,91104,Pasadena,CA,Drama,90,75,3
4592,M,18,4,66044,Lawrence,KS,Drama,90,90,3
4389,M,25,4,48072,Berkley,MI,Drama,90,90,3
4388,M,45,3,75074,Plano,TX,Comedy,90,90,1
1221,M,18,0,19134,Philadelphia,PA,Drama,90,90,4
5629,M,25,14,02465,West Newton,MA,Drama,90,90,3
5628,M,18,4,90024,Los Angeles,CA,Drama,90,70,3
5627,M,25,0,07040,Maplewood,NJ,Drama,90,90,4
1243,M,35,15,92627,Costa Mesa,CA,Drama,90,90,4
5625,M,25,1,01760,Natick,MA,Drama,90,90,2
1220,M,1,10,48073,Royal Oak,MI,Drama,90,90,1
5100,M,50,6,193122042,-,-,Drama,90,90,2
4972,M,35,0,95118,San Jose,CA,Drama,90,85,4
5621,M,25,7,02135,Brighton,MA,Drama,90,90,3
5620,M,35,14,55330,Elk River,MN,Drama,90,90,1
1371,F,50,2,60657,Chicago,IL,Drama,90,90,4
1370,M,35,2,92821,Brea,CA,Drama,90,80,2
1373,F,25,1,55104,Saint Paul,MN,Drama,90,80,3
1372,M,1,10,95123,San Jose,CA,Drama,90,90,3
1375,F,45,5,95136,San Jose,CA,Drama,90,90,3
1374,M,50,1,91403,Sherman Oaks,CA,Drama,90,90,3
1377,M,35,16,65270,Moberly,MO,Drama,90,90,3
1376,F,45,1,32750,Longwood,FL,Drama,90,90,3
2020,M,25,7,45011,Hamilton,OH,Drama,90,90,2
3252,M,50,0,76067,Mineral Wells,TX,Drama,90,90,2
4183,M,25,1,91730,Rancho Cucamonga,CA,Drama,90,90,1
409,M,18,12,55122,Saint Paul,MN,Drama,90,90,2
408,M,25,11,02143,Somerville,MA,Drama,90,70,4
3834,M,18,2,02322,Avon,MA,Drama,90,90,1
3835,M,25,7,40515,Lexington,KY,Drama,90,70,2
3836,F,50,8,84770,Saint George,UT,Drama,90,90,3
3837,M,25,17,28804,Asheville,NC,Drama,90,90,1
3830,M,18,4,60630,Chicago,IL,Drama,90,90,3
2031,M,35,20,60640,Chicago,IL,Drama,90,90,2
3832,F,25,7,43214,Columbus,OH,Drama,90,80,2
1242,F,35,0,10014,New York,NY,Drama,90,90,3
454,M,25,20,55092,Wyoming,MN,Drama,90,90,4
2030,M,25,4,77345,Humble,TX,Drama,90,90,3
3838,F,25,14,10033,New York,NY,Drama,90,80,4
3839,M,50,14,02651,North Eastham,MA,Drama,90,90,4
5995,F,35,1,14618,Rochester,NY,Drama,90,90,4
3207,M,35,7,60610,Chicago,IL,Drama,90,90,3
5997,F,25,7,10016,New York,NY,Drama,90,90,1
5996,F,25,0,87114,Albuquerque,NM,Drama,90,90,2
5991,F,35,20,94025,Menlo Park,CA,Drama,90,90,3
5990,F,25,20,90046,Los Angeles,CA,Drama,90,90,1
5993,F,50,20,50010,Ames,IA,Drama,90,90,4
2748,M,25,4,85719,Tucson,AZ,Drama,90,90,3
4039,M,25,16,97401,Eugene,OR,Drama,90,90,1
457,M,18,4,54703,Eau Claire,WI,Drama,90,90,2
5999,F,25,1,55455,Minneapolis,MN,Drama,90,70,3
5998,M,18,4,61820,Champaign,IL,Drama,90,85,4
4737,M,35,16,19003,Ardmore,PA,Drama,90,80,3
1018,M,18,4,95616,Davis,CA,Drama,90,90,4
4734,M,50,1,93105,Santa Barbara,CA,Drama,90,90,3
2319,M,35,7,48104,Ann Arbor,MI,Drama,90,90,3
3206,M,18,20,44089,Vermilion,OH,Drama,90,90,3
379,F,35,1,54822,Cameron,WI,Drama,90,85,2
378,F,18,0,55105,Saint Paul,MN,Drama,90,90,3
4842,F,35,1,23062,Gloucester Point,VA,Drama,90,80,4
371,M,18,4,02141,Cambridge,MA,Drama,90,90,3
370,M,18,17,22304,Alexandria,VA,Drama,90,80,2
373,F,25,2,55347,Eden Prairie,MN,Drama,90,80,4
372,F,18,4,72227,Little Rock,AR,Drama,90,90,2
375,M,25,2,55106,Saint Paul,MN,Drama,90,70,3
976,M,35,14,89113,Las Vegas,NV,Drama,90,90,2
377,M,25,17,55418,Minneapolis,MN,Drama,90,70,4
376,M,35,1,80026,Lafayette,CO,Drama,90,90,5
2526,M,56,13,37923,Knoxville,TN,Drama,90,90,4
4739,M,25,3,32580,Valparaiso,FL,Drama,90,90,3
4349,M,18,2,95843,Antelope,CA,Drama,90,80,2
2194,M,25,17,45233,Cincinnati,OH,Drama,90,90,1
4530,F,35,1,92103,San Diego,CA,Drama,90,90,2
3205,F,35,16,80304,Boulder,CO,Drama,90,90,3
393,M,35,17,55402,Minneapolis,MN,Drama,90,70,2
392,M,18,7,20037,Washington,DC,Drama,90,90,1
391,M,45,11,22122,Newington,VA,Drama,90,80,4
390,M,25,4,55405,Minneapolis,MN,Drama,90,65,3
397,M,35,17,22124,Oakton,VA,Drama,90,80,3
396,M,25,1,56187,Worthington,MN,Drama,90,70,4
395,M,18,5,55104,Saint Paul,MN,Drama,90,90,4
394,M,18,0,55013,Chisago City,MN,Comedy,90,90,3
4404,M,25,1,57106,Sioux Falls,SD,Drama,90,90,3
398,M,25,17,55454,Minneapolis,MN,Drama,90,90,2
2334,F,56,7,01562,Spencer,MA,Drama,90,90,2
994,M,18,2,92109,San Diego,CA,Drama,90,75,2
2309,F,45,0,08901,New Brunswick,NJ,Drama,90,90,3
2308,F,45,16,48103,Ann Arbor,MI,Drama,90,90,1
4344,M,25,1,44240,Kent,OH,Drama,90,90,1
4729,M,50,16,55347,Eden Prairie,MN,Drama,90,90,3
4728,M,25,19,31401,Savannah,GA,Drama,90,90,4
4725,M,35,5,96707,Kapolei,HI,Drama,90,80,4
2300,M,56,13,49423,Holland,MI,Drama,90,90,3
2303,M,50,17,08055,Medford,NJ,Drama,90,90,2
2302,M,50,12,48104,Ann Arbor,MI,Drama,90,90,3
2305,M,50,20,48104,Ann Arbor,MI,Drama,90,90,1
2304,M,45,12,94103,San Francisco,CA,Drama,90,90,3
2307,M,25,17,02140,Cambridge,MA,Drama,90,80,3
2306,F,18,4,02138,Cambridge,MA,Drama,90,90,3
5847,F,18,4,02464,Newton Upper Falls,MA,Drama,90,90,2
5846,M,45,16,78204,San Antonio,TX,Drama,90,70,3
5845,F,25,3,79411,Lubbock,TX,Drama,90,90,2
5844,F,1,10,02131,Roslindale,MA,Drama,90,70,2
5843,M,35,1,83301,Twin Falls,ID,Drama,90,90,1
5842,M,25,4,43201,Columbus,OH,Drama,90,90,1
5841,F,35,7,10024,New York,NY,Drama,90,90,1
5840,F,1,0,44260,Mogadore,OH,Drama,90,90,3
3592,F,56,2,99701,Fairbanks,AK,Drama,90,90,2
5849,M,35,17,97124,Hillsboro,OR,Drama,90,50,4
5848,M,50,20,20009,Washington,DC,Drama,90,90,3
5105,M,50,7,18977,Washington Crossing,PA,Drama,90,90,2
963,M,25,0,48197,Ypsilanti,MI,Drama,90,90,1
3748,M,18,4,02026,Dedham,MA,Drama,90,70,3
3749,F,25,0,60664,Chicago,IL,Drama,90,90,3
3746,M,25,5,54703,Eau Claire,WI,Drama,90,90,3
3706,M,25,12,46725,Columbia City,IN,Drama,90,90,3
3744,M,25,0,60645,Chicago,IL,Drama,90,60,3
3745,F,25,9,49442,Muskegon,MI,Drama,90,80,2
