Gender	Age	Occupation	Avg Recommended Rating	Avg Seen Rating	RMSE	Avg Movie Age	Types
F	18	college/grad student	4.37892609101	3.43699582536	1.43709492291	47.86	['Drama', 'Comedy', 'Romance', 'Thriller', 'Documentary']
F	18	college/grad student	4.18970998508	3.58777469099	0.657527696328	29.68	['Drama', 'Comedy', 'Action', 'Thriller', 'Romance']
F	18	college/grad student	4.37639649096	3.83747834372	0.550206500973	39.32	['Drama', 'Comedy', 'Thriller', 'Romance', 'Film-Noir']
M	25	tradesman/craftsman	4.36658806457	4.08805069149	0.603531825912	47.26	['Drama', 'Comedy', 'Thriller', 'Film-Noir', 'War']
M	45	executive/managerial	4.07441891324	3.84724307914	1.09776415736	22.06	['Drama', 'Action', 'Comedy', 'Romance', 'Adventure']
M	25	college/grad student	4.0936836518	3.56128413816	1.08693590101	36.5	['Drama', 'Comedy', 'Crime', 'Documentary', 'Romance']
F	35	clerical/admin	4.28954040867	3.99859270396	0.768952046396	32.94	['Drama', 'War', 'Action', 'Comedy', 'Thriller']
F	35	other	4.38071889116	3.86965462484	0.800897215652	55.54	['Drama', 'Comedy', 'Romance', 'Thriller', 'Film-Noir']
M	50	academic/educator	4.38020534967	3.85430987174	0.553715501854	39.74	['Drama', 'Comedy', 'War', 'Animation', 'Adventure']
M	45	clerical/admin	4.37643121367	3.93387377476	0.621960721796	38.24	['Drama', 'War', 'Thriller', 'Comedy', 'Documentary']
F	35	academic/educator	4.37123338453	3.80755786377	1.30495585271	50.68	['Drama', 'Comedy', 'Romance', 'Thriller', 'War']
F	45	academic/educator	4.34695280656	3.80365077024	0.741201594587	33.42	['Drama', 'Comedy', 'Documentary', 'Animation', 'War']
M	56	academic/educator	4.23628785527	3.85362553827	1.20655986583	48.08	['Drama', 'Comedy', 'Thriller', 'Romance', 'War']
M	25	clerical/admin	4.12673695355	3.8185546019	1.18975618671	33.58	['Drama', 'Comedy', 'Romance', "Children's", 'Musical']
M	35	technician/engineer	4.18428251679	3.96617694104	1.20830006692	43.72	['Drama', 'Documentary', 'Comedy', 'War', 'Film-Noir']
M	18	executive/managerial	4.32994171007	3.56085022726	0.74303468229	40.0	['Drama', 'Comedy', 'War', 'Mystery', 'Film-Noir']
M	45	lawyer	4.28335649025	3.77689867427	0.952920902369	52.88	['Drama', 'Comedy', 'War', 'Thriller', 'Western']
M	25	college/grad student	4.13071988596	3.33763582231	0.908998328412	32.68	['Drama', 'Comedy', 'Documentary', 'Sci-Fi', 'War']
M	35	technician/engineer	4.36250685984	4.06003730613	0.781098383623	39.1	['Drama', 'Comedy', 'War', 'Action', 'Crime']
M	25	academic/educator	4.40056726094	3.75620493014	0.420440844482	45.98	['Drama', 'War', 'Film-Noir', 'Mystery', 'Action']
M	18	customer service	4.14765766947	3.68858977351	1.19197037698	22.38	['Comedy', 'Drama', 'Action', 'Documentary', 'Thriller']
M	18	other	4.19804813131	3.57159185986	0.813784045707	24.18	['Drama', 'Action', 'Comedy', 'War', 'Adventure']
F	35	doctor/health care	4.37641093879	3.38229930065	0.96194115042	39.42	['Drama', 'War', 'Thriller', 'Action', 'Comedy']
M	25	technician/engineer	4.36951695969	3.70995226295	0.576854974764	37.0	['Drama', 'Comedy', 'Documentary', 'War', 'Romance']
F	45	other	4.2490197839	3.67552974242	1.21489260822	42.08	['Drama', 'Comedy', 'Romance', 'Adventure', 'Thriller']
F	45	self-employed	4.30131162588	3.53948081142	0.864388622397	29.74	['Drama', 'Comedy', 'Action', 'Thriller', 'Sci-Fi']
M	50	self-employed	4.42063450308	3.61759326058	0.682002677539	36.88	['Drama', 'War', 'Comedy', 'Documentary', 'Action']
M	25	unemployed	4.28469723647	3.48926941027	0.610808338408	32.88	['Drama', 'Comedy', 'Documentary', 'Action', 'Film-Noir']
F	25	programmer	4.30592649116	3.78262321816	0.944326281592	34.86	['Drama', 'Comedy', 'Thriller', 'Crime', 'Documentary']
M	56	retired	4.3074757711	3.88017504087	0.717519243697	34.76	['Drama', 'Comedy', 'War', 'Thriller', 'Romance']
M	50	technician/engineer	4.35041952708	3.82775474861	0.50001870477	37.16	['Drama', 'Comedy', 'Thriller', 'Mystery', 'Documentary']
M	50	programmer	4.33024620996	3.63038120982	0.949157118841	38.26	['Drama', 'Thriller', 'Action', 'Comedy', 'War']
M	50	writer	4.33810960282	3.56385825928	1.15085991708	27.5	['Drama', 'Comedy', 'Romance', 'Thriller', 'Crime']
M	45	programmer	4.3209546858	3.39526807824	0.630744003034	33.84	['Drama', 'Comedy', 'Documentary', 'Animation', 'Mystery']
M	25	technician/engineer	4.33354524937	3.81486041081	0.400748575858	39.64	['Drama', 'Comedy', 'Documentary', 'War', 'Thriller']
F	18	college/grad student	4.39732117412	3.83188359232	1.26370915897	51.04	['Drama', 'Comedy', 'Thriller', 'Film-Noir', 'Animation']
F	18	college/grad student	4.39239746582	3.52989505615	1.06782911142	35.0	['Drama', 'Comedy', 'Thriller', 'Animation', 'Documentary']
M	45	self-employed	4.35380223203	4.0308441209	1.00964264123	48.36	['Drama', 'Film-Noir', 'Comedy', 'Thriller', 'Documentary']
F	25	clerical/admin	4.28595548734	3.76904657188	0.477146077319	34.22	['Drama', 'Comedy', 'Documentary', 'Romance', 'Film-Noir']
F	1	K-12 student	4.40369381397	3.76577235915	0.815027801087	50.1	['Drama', 'Comedy', 'Film-Noir', 'Thriller', 'Romance']
M	35	academic/educator	4.11044776119	3.77362893563	0.901811021096	31.66	['Drama', 'Comedy', 'Romance', 'Documentary', 'War']
M	25	college/grad student	4.28699169297	3.90734923132	0.719017132601	30.66	['Drama', 'Comedy', 'War', 'Crime', 'Thriller']
F	35	executive/managerial	4.30721268571	3.76992409589	0.735787434179	50.86	['Drama', 'Comedy', 'Romance', 'Mystery', 'Documentary']
F	1	other	4.31481481481	3.65145434618	0.644498259734	41.0	['Drama', 'Comedy', 'Romance', 'Thriller', 'War']
M	35	technician/engineer	3.98230227095	3.88993132478	0.761555629783	27.08	['Drama', 'Comedy', 'Documentary', 'Animation', 'Romance']
M	50	writer	4.27361002349	3.84911218565	0.78807295267	37.76	['Drama', 'Comedy', 'Romance', 'Documentary', 'Crime']
M	18	college/grad student	4.06109725686	3.75351742055	1.07414297631	20.44	['Drama', 'Action', 'Comedy', 'Thriller', 'Romance']
F	25	other	4.37913232296	3.59461356518	0.88613709767	41.38	['Drama', 'Comedy', 'Romance', 'Action', 'Adventure']
M	25	customer service	4.27930261519	3.58111413988	0.835513941916	31.96	['Drama', 'Comedy', 'Documentary', 'War', 'Thriller']
M	45	retired	4.24253382223	3.54849890394	0.716938576853	37.88	['Drama', 'Comedy', 'Thriller', 'Romance', 'Sci-Fi']
M	25	other	4.38345145803	3.82789529597	1.05394038474	35.0	['Drama', 'War', 'Action', 'Comedy', 'Thriller']
F	25	homemaker	4.34658149275	3.22933366356	0.979917796559	32.38	['Drama', 'Comedy', 'Animation', 'Action', 'Thriller']
M	25	other	4.23977632901	3.49757979812	0.996991383176	29.18	['Drama', 'Comedy', 'Action', 'War', 'Documentary']
F	35	executive/managerial	4.29812012192	3.61106449097	0.625244110592	27.54	['Drama', 'Comedy', 'Adventure', 'Action', 'Thriller']
M	18	customer service	4.36157438292	3.88401775652	1.06544924333	36.76	['Drama', 'Comedy', 'Thriller', 'Crime', 'Action']
M	25	other	4.36428470886	3.75380650131	0.766033351591	44.66	['Drama', 'War', 'Comedy', 'Action', 'Mystery']
F	18	technician/engineer	4.39308728764	3.55474676556	0.469875509618	31.76	['Drama', 'Comedy', 'Documentary', 'Animation', 'Thriller']
M	25	college/grad student	4.39823566478	3.43646108035	0.77590764335	39.76	['Drama', 'Comedy', 'Thriller', 'Mystery', 'War']
M	25	programmer	4.33469496831	3.72944224064	0.591152201555	32.34	['Drama', 'Comedy', 'Action', 'War', 'Thriller']
M	25	self-employed	4.20982602135	3.39986518007	0.829431163574	25.0	['Drama', 'Action', 'Sci-Fi', 'War', 'Thriller']
M	25	programmer	4.35662929141	3.63217162869	1.15438802004	34.26	['Drama', 'Comedy', 'Action', 'War', 'Romance']
M	25	executive/managerial	4.32669974932	3.4859069399	0.660370349216	34.94	['Drama', 'Action', 'War', 'Thriller', 'Crime']
M	25	sales/marketing	4.30985862956	3.60091420954	0.93083609072	32.22	['Drama', 'War', 'Action', 'Comedy', 'Documentary']
M	56	academic/educator	4.3482817321	3.71726487348	0.716174349048	51.04	['Drama', 'Action', 'Comedy', 'War', 'Adventure']
F	56	doctor/health care	4.38986061354	3.49456670094	0.731079262229	37.28	['Drama', 'Comedy', 'Romance', 'War', 'Documentary']
F	18	college/grad student	4.32471162153	3.36885444183	0.766697726606	26.2	['Drama', 'Comedy', 'Romance', 'Documentary', 'War']
M	25	other	4.37086483707	3.4043059754	0.40162611364	36.22	['Drama', 'War', 'Crime', 'Action', 'Comedy']
M	56	technician/engineer	4.23695585057	3.66143783831	0.784473372782	40.66	['Drama', 'Comedy', "Children's", 'Animation', 'Thriller']
M	50	academic/educator	4.3254252462	3.99229407504	1.08384213647	24.78	['Drama', 'War', 'Comedy', 'Action', 'Documentary']
F	18	clerical/admin	4.20378961635	3.33814716022	1.28991385369	30.88	['Drama', 'Action', 'Comedy', 'Romance', 'Thriller']
F	25	artist	4.40238204306	3.74180790056	0.86276322102	37.9	['Drama', 'Comedy', 'Documentary', 'Romance', 'Animation']
M	25	self-employed	4.26455511124	3.62598183264	0.681468960933	26.84	['Drama', 'War', 'Thriller', 'Action', 'Comedy']
M	25	other	4.30106073211	3.88049372014	0.595473542642	38.0	['Drama', 'Comedy', 'Documentary', 'Animation', 'Horror']
M	25	clerical/admin	4.33293657541	4.04488935993	1.02435310255	35.74	['Drama', 'Crime', 'War', 'Thriller', 'Action']
F	50	technician/engineer	4.37263602747	3.91884876089	0.639228872543	37.58	['Drama', 'Comedy', 'Documentary', 'Animation', 'War']
M	25	lawyer	4.35645403875	3.87678533401	0.516964537358	46.76	['Drama', 'Comedy', 'Thriller', 'Crime', 'Film-Noir']
M	45	programmer	4.21188623767	3.4996095594	0.878118555859	31.94	['Drama', 'Comedy', 'Thriller', 'Documentary', 'War']
M	45	self-employed	4.26832844575	3.73269630216	0.705057735746	31.24	['Drama', 'Comedy', 'War', 'Documentary', 'Romance']
M	25	technician/engineer	4.3552369654	3.3993439658	0.795498766145	35.06	['Drama', 'Action', 'War', 'Sci-Fi', 'Thriller']
M	25	sales/marketing	4.33895196169	3.82085049704	1.01684364279	35.64	['Drama', 'War', 'Comedy', 'Action', 'Thriller']
M	35	executive/managerial	4.31209007787	3.79995817349	0.817572455652	37.6	['Drama', 'Action', 'Adventure', 'War', 'Comedy']
F	25	clerical/admin	4.43084837016	3.58110002718	0.891662393079	34.94	['Drama', 'Comedy', 'War', 'Action', 'Documentary']
M	35	other	3.28253854428	3.50553647199	0.912996819177	26.06	['Comedy', 'Drama', "Children's", 'Romance', 'Adventure']
F	45	other	4.40128356697	3.66558760793	1.16494748894	30.84	['Drama', 'Comedy', 'Documentary', 'Romance', 'Animation']
M	25	writer	4.37249116672	3.77249140752	0.835728434064	42.84	['Drama', 'Comedy', 'Thriller', 'Documentary', 'Mystery']
M	18	other	4.21052389495	3.08868178506	0.672013610427	25.94	['Drama', 'Documentary', 'Comedy', 'Action', 'Thriller']
M	18	college/grad student	4.29601390078	3.36673300486	1.10198214535	29.8	['Drama', 'Action', 'Thriller', 'War', 'Comedy']
M	25	college/grad student	4.31562229281	3.65169557019	1.31427747891	39.92	['Drama', 'Action', 'War', 'Adventure', 'Thriller']
M	35	programmer	4.30891612951	3.7322562779	1.18729196775	40.04	['Drama', 'Comedy', 'Documentary', 'Romance', "Children's"]
M	25	programmer	4.33149464096	3.53258913066	0.678698987779	37.16	['Drama', 'Comedy', 'Action', 'Thriller', 'Adventure']
M	35	lawyer	4.35180245408	3.85433781788	1.1659602637	28.64	['Drama', 'Comedy', 'Action', 'Documentary', 'Thriller']
M	18	technician/engineer	4.30773914969	3.54213900526	0.932739176281	35.52	['Drama', 'Comedy', 'Documentary', 'Thriller', 'Romance']
F	50	doctor/health care	4.3893922341	3.87226745204	1.02621527921	55.86	['Drama', 'War', 'Comedy', 'Thriller', 'Romance']
M	45	other	4.41453233549	3.8651531887	0.328852586798	37.88	['Drama', 'Comedy', 'Action', 'Thriller', 'War']
F	18	academic/educator	4.29472797177	3.39311499118	0.9022709954	28.4	['Drama', 'Comedy', 'Action', 'Thriller', 'Adventure']
M	18	college/grad student	4.09494006577	3.67996149809	0.842128269322	32.2	['Drama', 'Comedy', 'Documentary', 'Horror', 'Action']
M	18	other	4.38588542203	3.21791314122	0.829657717855	39.98	['Drama', 'Comedy', 'War', 'Thriller', 'Mystery']
M	35	academic/educator	4.35771428571	3.54802550441	0.823230344556	31.08	['Drama', 'Comedy', 'Documentary', 'Thriller', 'Crime']
M	35	doctor/health care	4.11701331737	3.71512396625	0.745031414669	27.54	['Comedy', 'Drama', 'Animation', 'Documentary', "Children's"]
M	1	K-12 student	4.3152265861	3.39823009096	1.19324091365	38.1	['Drama', 'Action', 'Comedy', 'War', 'Adventure']
F	18	college/grad student	4.27851722851	3.70077332857	0.834728163881	34.82	['Drama', 'Comedy', 'Action', 'War', 'Romance']
F	18	college/grad student	4.37276538522	3.66882563189	0.928804245567	23.6	['Drama', 'Comedy', 'Animation', 'Action', 'Documentary']
F	25	academic/educator	3.88728601654	3.37306858878	1.25441470054	31.82	['Drama', 'Comedy', 'Documentary', 'Romance', 'Thriller']
F	35	other	4.36536430834	3.80063909858	1.03475683923	35.9	['Drama', 'Comedy', 'Action', 'Film-Noir', 'Crime']
F	25	academic/educator	4.37792928881	3.90284952725	0.763757122278	36.0	['Drama', 'Comedy', 'Action', 'Adventure', 'War']
F	35	executive/managerial	4.34065206317	3.7310914672	0.509256865002	36.14	['Drama', 'War', 'Thriller', 'Action', 'Crime']
M	45	academic/educator	4.32772543742	3.85625767887	0.713038650675	36.96	['Drama', 'Comedy', 'Thriller', 'Action', 'Crime']
M	25	sales/marketing	3.86286182008	3.70550414602	1.00300179546	20.96	['Drama', 'Action', 'Comedy', 'Thriller', 'Romance']
M	25	other	4.30081999219	3.57510720067	1.09872307351	27.92	['Drama', 'Documentary', 'Comedy', 'Animation', 'Action']
M	35	executive/managerial	4.39273799595	3.64503347095	0.696591364103	47.78	['Drama', 'Comedy', 'Thriller', 'Romance', 'Crime']
F	45	executive/managerial	4.31575732899	3.57002535974	0.467333157254	33.4	['Drama', 'Comedy', 'Documentary', 'Animation', 'Romance']
M	25	executive/managerial	4.13346723575	3.74939312962	1.23098091616	31.84	['Drama', 'Comedy', 'Romance', 'Action', 'Adventure']
M	25	academic/educator	4.35978872273	3.86175909893	0.635748446796	47.0	['Drama', 'Thriller', 'War', 'Adventure', 'Film-Noir']
M	25	programmer	4.32854474444	3.53829018045	0.817900175813	31.68	['Drama', 'Comedy', 'Documentary', 'Action', 'War']
F	25	lawyer	4.41798600587	3.88363034614	0.769598990496	41.7	['Drama', 'Comedy', 'War', 'Thriller', 'Crime']
M	35	self-employed	4.30913762647	3.42915068357	0.849214730657	39.28	['Drama', 'Action', 'War', 'Thriller', 'Adventure']
M	56	technician/engineer	4.3294209412	3.66383444496	0.881259903933	38.6	['Drama', 'Comedy', 'Action', 'War', 'Adventure']
M	45	self-employed	4.41227792335	3.64146505856	0.988678511525	45.48	['Drama', 'Thriller', 'Comedy', 'War', 'Romance']
M	18	tradesman/craftsman	4.30782089328	3.70424013632	0.917431350475	31.92	['Drama', 'Action', 'Comedy', 'Adventure', 'Crime']
M	35	technician/engineer	4.26350509196	3.71348129168	0.739370481214	46.06	['Drama', 'Comedy', 'Romance', 'Musical', 'Adventure']
M	35	other	4.26761174599	3.54491163711	0.330182865262	29.56	['Drama', 'Comedy', 'Documentary', 'Action', 'Adventure']
M	25	other	4.27270492578	3.32398114066	0.600719419218	29.52	['Drama', 'Action', 'War', 'Comedy', 'Crime']
M	18	doctor/health care	4.30868521762	3.93745807478	0.797229482354	41.56	['Drama', 'Comedy', 'Documentary', 'Film-Noir', 'Animation']
M	25	artist	4.30172938212	3.56545928357	1.14880866579	40.8	['Drama', 'Comedy', 'Documentary', 'Adventure', 'Crime']
F	50	academic/educator	4.39510877608	3.87912702882	0.981748151827	49.16	['Drama', 'Comedy', 'Thriller', 'Mystery', 'Film-Noir']
M	25	executive/managerial	4.30976878613	3.38814713219	0.554173851657	34.64	['Drama', 'Documentary', 'Comedy', 'Action', 'War']
F	25	academic/educator	4.31706219165	3.76152456801	1.38750565379	35.48	['Drama', 'Comedy', 'Action', 'War', 'Thriller']
F	50	academic/educator	4.12055552655	3.49315961721	1.29374450184	50.4	['Drama', 'Comedy', "Children's", 'Romance', 'War']
M	25	executive/managerial	4.36394181694	4.00218918596	0.858951068545	52.18	['Drama', 'Comedy', 'War', 'Thriller', 'Film-Noir']
M	25	customer service	4.38053544368	3.8015558909	0.943073477999	40.9	['Drama', 'Comedy', 'Documentary', 'War', 'Thriller']
M	25	technician/engineer	4.3163594173	3.61862667912	1.01880576208	34.7	['Drama', 'Comedy', 'War', 'Thriller', 'Action']
M	25	executive/managerial	4.15844753988	3.59950657519	1.14993402834	28.76	['Drama', 'Action', 'Thriller', 'Comedy', 'Documentary']
