#uid, zipcode, sex, race, income 
408,15139,0,1,48531
409,27858,1,1,68021
410,60030,1,1,170781
411,47630,0,1,86540
412,40503,0,1,9835
413,70001,1,2,67653
414,99610,0,1,152378
415,30281,1,3,12305
416,33809,0,2,66943
417,33428,1,1,1237
418,90640,1,2,43590
419,29730,1,2,8622
420,90057,1,2,38045
421,34474,0,1,25457
422,49037,0,1,10066
423,75040,1,2,33609
424,32563,1,1,185929
425,28602,1,1,32441
426,25508,1,1,107082
427,25413,0,1,36126
428,87505,1,1,93751
429,36801,0,3,65005
430,73025,0,1,320859
431,56721,1,1,99020
432,10025,0,1,20819
433,14830,0,1,116325
434,46077,1,1,147104
435,78741,0,2,54872
436,96786,0,5,30978
437,40047,0,1,126819
438,45013,0,1,122545
439,84057,1,1,5210
440,05060,0,1,202583
441,20110,0,1,298235
442,05403,0,1,61590
443,31906,1,3,15070
444,62254,1,1,20940
445,19120,1,2,57377
446,95351,0,2,23270
447,92545,0,2,95088
448,28262,0,3,62639
449,11224,1,1,200290
450,87114,1,1,12187
451,96146,1,1,172342
452,21742,1,1,71634
453,82718,1,1,7076
454,75160,0,3,90
455,28212,0,2,56921
456,10128,0,1,16653
457,74401,0,4,101315
458,77011,0,2,37221
459,29649,1,3,65307
460,24651,0,1,216420
461,40014,1,1,9255
462,50158,0,2,16410
463,55311,1,1,199491
464,06851,0,1,30792
465,73008,1,1,87680
466,77024,1,1,235508
467,46126,1,1,10705
468,30152,0,2,30424
469,95020,0,2,62631
470,47567,0,1,44524
471,83634,1,1,57351
472,60403,1,3,126991
473,54601,0,5,102213
474,94518,1,1,87552
475,80504,1,3,119922
476,06824,0,1,43953
477,33616,0,1,89365
478,14615,1,1,14193
479,28673,1,1,189195
480,83814,0,1,78363
481,77327,1,1,16988
482,77807,0,1,29326
483,27705,1,7,6627
484,71635,1,1,83903
485,79714,1,2,17463
486,80236,0,1,17444
487,56229,0,1,72467
488,57301,1,1,78252
489,32308,0,1,26937
490,21144,1,3,208855
491,60502,0,1,82483
492,90019,1,3,122081
493,85607,1,2,2717
494,94928,1,1,132497
495,37208,1,3,51317
496,28557,1,1,9888
497,80303,1,1,160813
498,89052,0,1,335783
499,77386,0,2,15280
500,40245,1,1,77387
501,72206,0,8,9734
502,99301,1,1,230078
503,83646,1,1,100686
504,78041,0,2,26172
505,94965,1,1,211570
506,33186,1,2,9384
507,60419,0,2,11023
508,77027,1,1,85192
509,27614,0,1,349296
510,22314,1,1,114726
511,47106,0,1,190478
512,61256,1,1,63759
513,19004,0,1,367949
514,21703,1,1,62606
515,46356,1,1,86776
516,38106,0,3,18026
517,97540,0,1,135254
518,55318,0,1,30831
519,52748,0,1,237124
520,53558,0,1,91243
521,36107,0,4,40154
522,32605,0,3,2330
523,48888,0,1,74183
524,34638,0,1,18619
525,80301,1,1,90606
526,61821,0,1,9088
527,79415,0,4,5061
528,12078,1,1,44573
529,18704,0,1,32422
530,80906,1,1,329574
531,94108,1,5,143361
532,85041,1,2,6292
533,11743,1,1,77531
534,43123,1,3,42399
535,00983,0,2,44003
536,30519,0,5,3375
537,92173,1,2,1605
538,95829,0,1,36691
539,45142,1,1,43648
540,28478,1,3,32735
541,30650,1,1,110850
542,48105,1,1,39726
543,66502,1,1,1642
544,94582,1,5,59292
545,92103,1,1,89155
546,80121,1,1,215163
547,75062,1,1,69536
548,32210,1,1,25345
549,21502,0,1,33428
550,76570,1,2,10926
551,47441,0,1,108899
552,94587,1,5,11564
553,14026,0,1,9619
554,97007,0,1,14425
555,97206,0,4,7915
556,76148,0,1,18536
557,04270,0,1,34620
558,22044,1,1,39943
559,33305,0,1,128016
560,37385,0,1,7522
561,71256,1,3,11252
562,92694,0,1,15843
563,91381,1,1,255790
564,14617,1,1,116347
565,11725,1,1,78605
566,77093,0,1,150547
567,49423,0,1,158694
568,27707,0,2,14988
569,64503,0,1,2726
570,33158,0,2,112321
571,94535,0,1,22350
572,18929,1,1,18670
573,11746,0,2,17334
574,77320,1,1,193809
575,29020,1,3,12154
576,20151,1,1,109330
577,85143,1,1,19891
578,94014,1,5,21837
579,64804,0,2,1524
580,00956,1,2,30023
581,39212,1,3,1174
582,75146,1,3,7006
583,95677,1,1,55595
584,91405,0,5,2138
585,10034,0,2,98609
586,83713,0,1,98738
587,77995,1,1,51409
588,44907,1,1,7241
589,47421,0,1,20161
590,07057,1,1,29174
591,56751,1,1,23178
592,80528,1,8,86771
593,14572,0,1,61799
594,32082,1,1,84001
595,67401,0,1,213598
596,38574,0,1,28172
597,32750,1,1,200961
598,44708,1,1,6840
599,33196,0,1,160134
600,47274,1,1,167686
601,28092,0,5,170350
602,96021,0,1,46733
603,23607,1,3,28430
604,28071,0,1,193990
605,49426,1,2,139230
606,18505,1,1,198872
607,43953,1,1,16411
608,60559,0,2,12335
609,30064,1,1,73046
610,80528,1,1,24019
611,25213,1,1,8254
612,84044,0,2,18859
613,43228,0,1,40015
614,84047,0,2,27452
615,48206,1,3,13463
616,61449,1,1,24848
617,55443,1,2,17884
618,13613,0,1,32533
619,12603,0,3,24697
620,33023,1,3,3789
621,98366,1,1,54657
622,95650,1,1,84121
623,78332,0,2,71944
624,78704,1,1,77542
625,98506,1,4,58734
626,34223,0,1,7404
627,50265,1,1,270464
628,48105,1,1,49069
629,80634,0,2,9924
630,82009,1,1,37633
631,43113,1,1,55363
632,56601,0,1,104875
633,19810,0,1,205533
634,68154,0,1,353181
635,43201,1,1,19341
636,46563,1,1,182455
637,46805,0,5,14111
638,94596,1,2,61482
639,70301,0,1,87719
640,91748,1,5,54911
641,36693,0,1,101263
642,42071,0,1,39623
643,95209,1,5,32802
644,84663,1,1,31335
645,21401,0,1,227521
646,14534,1,1,30974
647,89048,1,2,24447
648,91001,1,3,28703
649,04350,1,8,139010
650,33896,0,5,8106
651,63901,1,1,48251
652,49546,1,1,44294
653,47630,1,1,40350
654,02478,0,5,116373
655,30168,1,3,39521
656,91764,0,2,36126
657,02889,1,1,131706
658,48473,1,1,140442
659,12508,0,1,125843
660,74137,1,4,90309
661,92372,0,2,105033
662,11901,0,2,3226
663,60647,1,1,63333
664,99508,1,2,22417
665,77095,0,1,14014
666,32750,1,1,70351
667,72653,0,1,44169
668,72131,0,1,43804
669,01201,1,2,5853
670,44001,1,3,10648
671,46970,0,1,132998
672,41034,1,1,6202
673,71055,0,3,29993
674,46703,0,1,36651
675,34743,0,2,3718
676,97420,0,1,70251
677,60104,0,3,141912
678,63801,0,3,9336
679,14904,0,1,163950
680,72764,0,3,11072
681,97128,1,1,48034
682,39817,0,3,24937
683,08723,1,1,88435
684,11757,1,1,137129
685,77515,1,1,19117
686,64137,1,1,89756
687,11786,1,1,100935
688,60440,1,2,21775
689,97213,1,1,90866
690,91801,1,5,18078
691,45710,0,1,147641
692,72638,0,2,84634
693,62269,0,1,69132
694,17543,1,1,185240
695,95476,0,1,141472
696,46516,1,1,34859
697,78045,0,2,47721
698,85365,1,1,7236
699,18054,1,1,73333
700,40214,0,1,2807
701,52761,1,2,15249
702,77031,0,1,123314
703,08009,1,3,127206
704,60649,1,3,114878
705,52205,0,1,22450
706,54002,0,1,114509
707,43338,0,1,128841
708,23842,0,1,97325
709,48073,1,1,102921
710,19428,1,1,251277
711,22205,1,1,257244
712,98092,1,5,10849
713,98223,1,1,240867
714,40229,1,1,29005
715,54729,0,1,97987
716,94513,0,1,82123
717,32334,0,1,88017
718,10032,0,2,82336
719,77357,0,2,13807
720,87124,0,1,113279
721,21214,0,1,76442
722,48328,0,1,133566
723,01720,0,1,124151
724,20733,0,1,74063
725,45439,1,1,54732
726,75052,0,2,80155
727,60973,1,1,19056
728,18974,1,1,67458
729,08048,0,1,88977
730,91360,1,1,23113
731,56360,1,1,46481
732,18360,0,1,3772
733,76569,0,1,51813
734,96003,0,1,38269
735,33135,0,2,7653
736,77066,0,5,26081
737,29651,0,1,75419
738,77381,0,5,34640
739,77062,0,1,93421
740,53130,1,1,123268
741,99567,1,1,95656
742,56058,0,1,218321
743,32903,0,1,23399
744,46052,1,1,78870
745,98944,0,2,1349
746,33175,1,2,47905
747,00767,1,2,5610
748,31313,1,2,47013
749,44483,1,1,59766
750,11368,0,5,44419
751,29907,0,1,78851
752,07430,1,1,429457
753,77566,0,1,44486
754,84025,0,1,33406
755,76825,1,1,2355
756,92345,1,2,8271
757,30530,0,1,21244
758,33413,0,2,1945
759,31602,0,3,50074
760,53154,0,1,93776
761,61701,1,1,228453
762,02909,0,2,35246
763,63074,0,1,101673
764,75103,1,2,3877
765,76227,0,1,14993
766,92399,1,2,3226
767,02184,1,5,28932
768,08901,0,2,13279
769,78041,0,2,51653
770,07018,1,3,16161
771,47022,0,1,12932
772,91501,0,1,13015
773,91343,1,3,185741
774,50023,0,1,5074
775,29609,0,1,66066
776,10455,1,2,69927
777,01760,0,1,69619
778,02148,0,1,75353
779,70128,0,3,18513
780,42501,1,1,11413
781,91320,0,1,98266
782,68137,1,1,51151
783,84065,1,1,39235
784,97045,0,1,100320
785,46615,0,2,20619
786,56071,0,1,95244
787,98133,1,1,20064
788,60053,0,1,18944
789,27834,1,3,9677
790,36426,0,3,101564
791,30068,0,1,109279
792,77084,0,1,75015
793,27265,1,3,36403
794,91506,0,1,81896
795,76017,0,1,148086
796,42101,0,1,41767
797,45406,1,3,58329
798,92832,0,2,5773
799,95621,1,1,63601
800,66213,0,1,36402
801,01550,1,1,31113
802,78240,1,2,37629
803,48124,0,2,23711
804,07305,0,5,54085
805,55107,0,1,459
806,63136,0,3,43512
807,80247,1,1,110416
808,11435,0,5,115329
809,88345,1,1,36347
810,28740,0,1,9138
811,60004,0,5,29316
812,70041,0,1,42882
813,30117,0,1,97747
814,49738,1,1,20002
815,37172,1,1,23679
816,26167,1,1,49315
817,83202,1,1,11945
818,80027,1,5,106299
819,00730,0,2,12982
820,47274,0,1,46507
821,48084,1,1,171764
822,48210,1,2,16647
823,44035,0,1,1006
824,11235,0,1,244897
825,60652,0,2,53797
826,00705,0,2,51272
827,44105,1,3,8084
828,98011,1,1,242464
829,37886,0,1,41333
830,11762,1,1,123608
831,56364,0,1,39652
832,47302,0,1,146040
833,53402,0,1,29815
834,33032,0,1,49
835,27377,1,1,251215
836,28213,1,3,64529
837,32746,0,1,31652
838,98070,0,1,61561
839,39180,1,3,109567
840,68137,0,1,34027
841,13601,1,1,28877
842,84320,0,1,67535
843,93561,1,2,109283
844,06484,0,1,40999
845,37166,1,1,71151
846,44116,1,1,102722
847,92374,1,2,87163
848,44077,0,1,111903
849,22315,0,1,539984
850,77045,0,2,413
851,21218,0,3,43782
852,33023,1,3,21117
853,85234,0,1,254206
854,38464,0,1,88961
855,94536,0,1,351917
856,60561,1,1,305190
857,19144,0,3,8519
858,01543,0,1,246651
859,43613,0,1,181569
860,17815,0,1,62083
861,92225,0,2,4005
862,01550,1,1,118739
863,48613,0,1,16642
864,91605,1,2,44883
865,32259,1,8,18623
866,15122,0,1,97276
867,84074,0,1,130265
868,27834,1,3,46861
869,96161,1,5,48209
870,00771,0,2,70926
871,19605,1,1,30981
872,77905,0,1,134483
873,42764,1,1,63750
874,48240,0,1,15516
875,28129,1,1,91980
876,84713,0,1,34392
877,36750,1,3,29297
878,30535,0,1,52976
879,97502,1,1,35119
880,27517,0,1,53758
881,33404,1,3,31632
882,23602,0,3,28517
883,28303,1,2,12530
884,64068,1,7,73344
885,33462,1,1,54996
886,97352,0,1,28801
887,37880,1,1,107226
888,40202,0,3,16255
889,32967,1,1,25888
890,85710,0,3,11927
891,02169,0,1,119761
892,97424,0,1,11693
893,44224,0,1,78099
894,41005,1,1,6795
895,73084,1,3,25519
896,00725,0,2,23510
897,32831,0,1,6030
898,77080,1,2,81270
899,43326,0,1,60472
900,89029,0,3,3232
901,31705,1,3,24648
902,98358,1,1,30731
903,38017,1,1,303397
904,92399,0,2,21185
905,65052,1,1,26652
906,27530,1,1,146450
907,00729,0,2,28817
908,85123,0,2,48613
909,78660,0,5,28797
910,75067,1,1,72906
911,33445,0,3,39367
912,35470,1,1,11537
913,65270,0,1,138203
914,13032,0,1,23970
915,33145,1,2,28745
916,30327,0,1,82467
917,63005,0,1,61749
918,97420,1,1,21980
919,95969,1,1,54617
920,47501,1,1,7106
921,00687,1,2,28447
922,23487,1,3,12969
923,49621,0,1,39127
924,04106,1,1,47867
925,89815,0,2,37141
926,76110,1,2,71546
927,07650,1,5,51124
928,07513,0,3,19631
929,91784,0,1,60634
930,77493,0,2,80822
931,15071,0,1,186582
932,84404,1,1,47066
933,06112,1,3,4089
934,48084,0,1,109787
935,48864,1,1,152037
936,73701,1,2,2315
937,98409,1,2,63945
938,60174,0,1,95481
939,55428,1,1,19819
940,77373,0,2,68662
941,19040,1,1,76787
942,28637,1,1,28517
943,18840,0,1,165072
944,11420,1,2,19018
945,95209,0,5,23521
946,46970,0,7,6672
947,74027,1,1,15982
948,91776,1,5,25446
949,29568,1,1,20265
950,10012,0,1,174166
951,49269,1,1,57704
952,02760,1,1,26783
953,30012,0,2,16242
954,64119,1,1,213907
955,33175,1,2,21143
956,95677,0,1,158127
957,94533,0,1,2385
958,49707,1,1,27253
959,96701,1,6,14822
960,27910,1,1,33425
961,15559,1,1,4628
962,95341,0,2,24469
963,27549,1,7,23507
964,10952,0,2,19248
965,29571,1,3,83928
966,60804,1,2,22749
967,07083,1,3,14107
968,44035,1,1,63724
969,75672,0,1,153469
970,95205,0,2,56436
971,10451,1,2,49128
972,61068,0,1,82331
973,95838,0,3,8575
974,95695,0,2,47815
975,87121,0,2,1966
976,29676,0,1,259017
977,94015,1,2,64113
978,40744,1,1,48877
979,02703,1,5,37242
980,43543,1,1,68543
981,34741,0,2,29515
982,10453,1,2,31001
983,07302,0,1,226568
984,62028,1,1,35026
985,62656,1,1,85778
986,50501,1,1,25658
987,60064,0,3,129581
988,21217,0,3,38741
989,98001,0,1,85524
990,30088,1,3,81117
991,30680,0,1,2166
992,33617,1,3,45436
993,34744,1,2,27344
994,98178,1,3,63956
995,50707,1,1,8607
996,48183,0,1,39451
997,04864,0,1,27060
998,03743,0,1,45191
999,30014,1,3,20705
1000,77081,0,2,16725
1001,60178,1,1,35244
1002,30458,1,1,160210
1003,63070,1,1,38569
1004,62002,1,1,33530
1005,28403,1,2,35850
1006,34691,0,1,31978
1007,91331,1,2,20797
1008,71953,1,1,112404
1009,95407,1,2,37176
1010,15522,1,1,65744
1011,55406,1,3,18422
1012,77081,1,2,5548
1013,49058,1,1,17340
1014,76205,1,1,54907
1015,90277,0,7,10430
1016,96720,0,1,43199
1017,32968,1,8,42810
1018,60005,0,1,62590
1019,54966,1,1,97756
1020,38663,1,3,88519
1021,62401,0,1,27101
1022,45415,0,1,248451
1023,48661,0,1,44455
1024,86303,0,1,58444
1025,37379,1,1,61842
1026,11236,0,3,46613
1027,04330,0,1,12863
1028,22980,1,1,13032
1029,10039,0,3,24614
1030,38732,1,3,1902
1031,80112,1,1,51861
1032,54021,1,1,52422
1033,80634,0,1,28232
1034,37040,1,1,171821
1035,68370,1,1,26526
1036,11598,1,1,252797
1037,42303,0,1,62733
1038,36088,0,3,5326
1039,81401,1,2,16248
1040,60629,0,2,20372
1041,19132,0,3,36379
1042,31545,1,3,33622
1043,20710,0,3,63096
1044,91910,1,2,10591
1045,77081,1,2,2429
1046,36867,1,1,133955
1047,21795,0,1,74450
1048,12601,0,7,23650
1049,94038,0,1,127514
1050,77014,1,2,89236
1051,15601,1,1,51209
1052,45150,1,1,49710
1053,06897,0,1,211188
1054,29316,1,1,205199
1055,85746,1,2,111571
1056,96768,0,5,111272
1057,20720,0,3,200983
1058,85381,0,2,177355
1059,90029,1,2,4939
1060,68715,1,1,115538
1061,63124,1,1,656205
1062,60636,0,3,16537
1063,28079,0,1,216482
1064,30349,1,1,82522
1065,43616,1,1,130344
1066,43542,0,1,35258
1067,17013,0,1,159981
1068,03257,1,1,26521
1069,84075,0,1,201614
1070,77511,0,1,5756
1071,92313,0,1,138442
1072,91304,0,2,32506
1073,90804,0,1,82045
1074,11221,1,3,23433
1075,78617,0,3,74678
1076,56560,0,1,50396
1077,63474,0,1,24225
1078,75237,0,2,27853
1079,80521,1,1,69775
1080,80112,0,1,37653
1081,29456,0,3,135777
1082,48075,1,3,79164
1083,91950,0,1,25609
1084,72212,1,1,137734
1085,60653,1,3,30883
1086,52601,1,1,73728
1087,33461,0,2,13460
1088,76549,0,3,10325
1089,95765,0,1,59375
1090,10033,0,1,115165
1091,12401,0,1,46504
1092,34668,0,1,24339
1093,08844,1,1,93191
1094,75149,1,2,15822
1095,91214,0,1,3928
1096,34602,0,1,51994
1097,55330,1,1,249203
1098,95648,0,1,27776
1099,22949,0,1,70130
1100,98640,1,1,23631
1101,74464,0,4,31380
1102,77520,0,2,2582
1103,90814,1,1,52605
1104,80212,0,1,37761
1105,98033,1,1,96311
1106,07524,1,2,22274
1107,85210,0,2,79337
1108,63379,1,1,85720
1109,46208,0,3,2880
1110,92701,0,2,89738
1111,32828,1,3,39741
1112,31539,0,1,9233
1113,27537,0,3,27447
1114,49221,1,1,67423
1115,27101,0,1,21409
1116,92335,0,2,26551
1117,33060,1,2,29360
1118,99336,0,1,110227
1119,49262,0,1,72135
1120,75043,0,2,21962
1121,76020,1,1,239907
1122,98903,0,1,4751
1123,01960,1,5,28375
1124,98502,1,1,250816
1125,70820,0,1,14441
1126,08825,1,1,43041
1127,85345,1,2,70778
1128,66720,0,1,95760
1129,94591,0,2,8223
1130,20020,0,3,84475
1131,37208,0,3,16616
1132,92071,1,1,91510
1133,21210,1,1,341858
1134,94602,1,5,18040
1135,77656,0,1,18322
1136,28470,0,1,30104
1137,01880,0,1,76588
1138,33843,1,1,105665
1139,29080,1,3,65162
1140,10314,0,1,53828
1141,59912,0,1,105287
1142,60456,1,1,74731
1143,23238,1,1,26833
1144,94040,1,5,45349
1145,72901,1,1,127315
1146,61080,1,1,5362
1147,84115,0,1,81955
1148,48843,0,1,61863
1149,51357,0,1,19645
1150,92083,1,2,83850
1151,92677,1,1,75196
