#uid, zipcode, sex, race, income
101,29360,0,1,33532
102,37854,1,1,47091
103,33136,0,3,3650
104,47403,0,1,40877
105,75052,1,2,10057
106,27503,0,3,24987
107,77486,1,1,67408
108,60126,1,1,40078
109,84097,0,1,18348
110,77042,0,2,20869
111,11713,0,1,37483
112,60640,1,1,39761
113,95121,0,5,92258
114,60624,1,3,9814
115,98230,0,1,39743
116,75420,1,1,198179
117,70583,1,1,28939
118,92007,1,1,169994
119,97062,1,7,18972
120,34231,0,1,63226
121,38571,0,1,26902
122,33511,1,2,25180
123,97443,1,1,3514
124,02072,1,1,111384
125,13126,0,1,49229
126,37660,1,1,147254
127,61008,1,2,101578
128,28411,0,3,11978
129,73069,0,1,82204
130,33480,1,1,425686
131,94707,1,1,267824
132,33414,1,5,17993
133,11220,0,2,19473
134,11377,1,2,22873
135,63933,0,1,117978
136,75007,1,1,72603
137,44138,1,1,15635
138,70001,1,5,42923
139,97405,1,1,56616
140,97213,1,8,27863
141,20850,1,1,233208
142,06902,1,2,115610
143,56560,1,1,97087
144,02127,0,5,63409
145,77041,0,2,6787
146,30265,1,1,196913
147,11010,0,1,87225
148,02382,0,5,139809
149,07631,1,1,579480
150,60629,0,2,46617
151,92252,0,1,44513
152,25143,1,1,167682
153,43015,1,1,57129
154,22030,1,2,18753
155,74601,1,1,13152
156,11937,1,1,215210
157,39667,1,1,54267
158,60564,0,5,275351
159,02745,0,1,16560
160,63055,0,1,30641
161,28704,0,1,24690
162,91744,1,2,43990
163,14559,1,1,75836
164,77388,1,5,111056
165,10032,1,2,101885
166,92677,1,1,36210
167,02908,0,1,55088
168,57714,0,4,20475
169,46143,0,1,112737
170,91361,0,2,110356
171,99338,0,1,304988
172,38570,1,1,18898
173,95327,0,1,7286
174,27607,0,5,166345
175,78405,1,3,70354
176,66204,0,2,25947
177,97230,1,3,19373
178,95035,1,1,80320
179,94804,1,5,49455
180,35216,1,1,326500
181,85367,0,1,38884
182,06415,0,1,67009
183,15025,1,3,38634
184,29445,1,3,22627
185,98579,0,1,34116
186,38751,0,1,163255
187,66442,0,1,95485
188,83704,1,3,25555
189,00745,1,2,31054
190,30040,1,1,118655
191,78574,1,2,80656
192,77068,1,1,405557
193,92821,0,1,126834
194,94507,1,1,254912
195,00646,0,2,31971
196,07430,0,1,305825
197,40505,0,1,62578
198,84118,0,1,15494
199,74137,1,1,354308
200,13460,1,1,56699
201,77479,0,2,124770
202,00778,0,2,109718
203,06611,1,1,251778
204,56345,0,1,25250
205,38654,0,1,232234
206,63052,0,1,47955
207,10454,0,3,54602
208,02116,1,1,55867
209,55423,0,1,60045
210,60525,1,1,118057
211,07205,1,3,117529
212,07050,1,3,21456
213,59521,1,4,58627
214,75771,0,1,53463
215,10451,0,2,35199
216,98118,0,1,21372
217,02919,1,1,50040
218,92020,0,1,84165
219,18509,1,1,25571
220,77437,0,2,26998
221,21401,1,1,47343
222,29680,0,2,58417
223,48219,0,3,53711
224,94513,1,1,25231
225,10014,1,1,630769
226,23841,1,1,65032
227,11419,0,5,1769
228,10037,1,3,175334
229,60142,1,1,28538
230,20874,0,2,52978
231,39817,1,3,27241
232,69356,0,1,71518
233,22911,1,5,64090
234,77034,1,2,117019
235,43015,1,1,41551
236,17003,1,1,99513
237,20737,1,2,45284
238,13850,0,1,223817
239,01464,0,3,6820
240,00624,0,2,15475
241,97209,0,1,26107
242,63021,1,1,18001
243,75075,1,1,10913
244,95963,1,1,17676
245,90260,0,2,66878
246,63304,1,1,16554
247,47532,1,1,18867
248,27828,1,1,11499
249,60641,1,5,56307
250,01841,1,2,19602
251,92083,0,3,2996
252,90061,1,3,60498
253,21702,1,1,14227
254,90710,1,2,21991
255,94539,0,5,115577
256,87114,0,2,64378
257,92126,1,5,80648
258,76105,0,2,19669
259,46368,1,1,25649
260,18064,0,2,19393
261,77013,0,2,14536
262,92585,0,2,10938
263,98841,1,7,43061
264,92029,0,5,115577
265,60445,0,2,24576
266,42023,1,1,16993
267,92592,0,1,9790
268,52404,1,1,47890
269,49331,1,1,21235
270,92807,1,2,12525
271,48428,1,1,69338
272,30341,0,1,336163
273,55128,0,1,271318
274,74447,0,4,23801
275,94024,1,1,18184
276,36207,0,3,130931
277,97236,1,1,28407
278,60527,1,1,207921
279,11238,1,3,53938
280,98077,0,1,325935
281,11201,1,7,14527
282,63118,1,3,29825
283,21811,0,1,52997
284,98903,1,1,68927
285,76520,1,2,11788
286,05452,1,1,2765
287,95422,0,1,23649
288,23803,1,1,37790
289,73149,1,1,8753
290,11226,0,2,15432
291,97008,0,1,153984
292,00751,1,2,18726
293,22192,1,1,49902
294,92708,0,5,31330
295,44089,1,1,34026
296,80003,0,1,121464
297,10547,1,1,57143
298,60646,1,1,103656
299,89122,1,1,79545
300,95688,1,1,161703
301,43570,0,1,9259
302,77505,1,1,105490
303,34785,0,3,1615
304,20772,1,3,49400
305,49089,1,1,2699
306,95678,0,1,42304
307,91602,0,1,402140
308,60525,0,2,40300
309,35748,1,1,53559
310,77031,1,2,5223
311,89130,1,1,14632
312,34983,0,1,20721
313,24060,1,1,4428
314,84513,1,1,69141
315,21040,0,1,98278
316,00622,1,2,32078
317,61364,1,1,43564
318,75975,0,3,8524
319,08831,0,1,9149
320,23102,1,1,91502
321,97355,1,1,110406
322,91763,1,2,67208
323,55106,1,8,7314
324,12866,0,1,144286
325,91702,1,2,5792
326,91030,0,2,124472
327,14225,0,1,86784
328,99216,0,1,123072
329,92506,0,1,178965
330,90040,0,2,33604
331,31326,0,1,54728
332,77406,0,3,163447
333,27127,0,3,9129
334,35622,0,1,53819
335,35071,1,1,160308
336,11219,1,1,15622
337,56301,0,1,46619
338,16046,1,1,201395
339,66062,1,1,2294
340,39120,1,3,28350
341,30047,1,1,43179
342,60614,1,1,372594
343,00637,0,2,9359
344,77703,1,3,40578
345,31419,1,5,15030
346,62231,1,1,97844
347,14760,1,1,137955
348,07206,1,1,20252
349,78025,1,1,33181
350,32653,0,1,9920
351,40509,0,7,10227
352,53027,1,2,5608
353,94510,1,1,243697
354,04426,1,1,8171
355,44107,1,1,197006
356,48307,1,3,22556
357,68164,1,1,98109
358,85704,0,1,1001
359,82009,1,1,54687
360,13480,0,1,58204
361,91010,0,2,12943
362,28205,1,2,17685
363,95060,1,1,128227
364,46208,1,3,19897
365,92029,1,1,49946
366,53115,0,1,26181
367,77037,1,2,31841
368,17257,1,1,107363
369,98901,0,2,13605
370,28806,0,1,34910
371,60543,0,1,1706
372,58316,0,4,9837
373,43229,0,3,31392
374,48820,1,1,58235
375,95682,0,1,85600
376,33176,1,1,194222
377,34120,1,2,38616
378,12123,1,1,178637
379,06002,0,3,16211
380,22405,1,1,63878
381,65633,1,1,22291
382,95330,0,5,76737
383,95130,0,5,10890
384,11208,1,1,116728
385,02452,1,7,23459
386,85139,0,1,33898
387,77338,0,3,61591
388,10019,1,2,50719
389,55082,1,1,94930
390,36067,0,1,50512
391,78665,0,5,13226
392,23605,0,3,29303
393,77099,0,2,21243
394,79927,1,2,54407
395,38106,1,3,27307
396,28428,1,1,76844
397,82009,1,1,291214
398,98055,1,8,58564
399,36203,0,1,174922
400,32738,0,1,16613
401,03102,1,1,23751
402,62702,0,8,79244
403,32666,0,1,48767
404,94603,1,3,6937
405,99208,1,1,26222
406,19141,0,3,6923
407,20120,0,1,8108
408,98908,1,1,95866
409,65737,1,1,55949
410,15205,1,1,200404
411,12472,0,2,40857
412,46062,1,1,78958
413,50125,1,1,32396
414,48213,1,3,12475
415,70722,1,1,226120
416,32703,0,3,41028
417,32778,1,1,202496
418,02359,0,1,296379
419,10940,0,2,39365
420,26415,0,1,16403
421,48060,0,1,19748
422,65802,1,1,37871
423,98849,0,1,837
424,77089,0,2,73210
425,71202,1,3,51553
426,60542,1,2,1112
427,33141,1,1,59010
428,33710,0,1,139733
429,53140,0,1,7844
430,12550,0,3,3950
431,35062,0,1,31324
432,15216,1,3,12522
433,52001,1,1,33569
434,04927,1,1,75252
435,03051,0,1,66461
436,32206,1,3,13427
437,52501,1,1,7109
438,21117,0,3,171796
439,00727,1,2,56512
440,11220,0,5,22876
441,74701,1,1,29859
442,10940,0,1,262858
443,04468,0,1,41199
444,32533,0,3,103264
445,48374,1,5,366037
446,34142,1,2,22608
447,60428,0,2,9565
448,46835,0,1,75930
449,11412,0,3,61321
450,92154,0,2,41037
451,72447,1,1,59628
452,02891,0,1,74702
453,98178,0,7,50721
454,26155,0,1,67263
455,45056,1,1,26518
456,43146,0,1,88331
457,45236,1,1,35072
458,43081,1,1,88294
459,85225,1,2,16480
460,37821,1,1,25990
461,16033,1,1,19406
462,35603,0,1,71109
463,85321,1,2,107892
464,76354,1,2,44802
465,68652,0,1,76770
466,93292,0,1,24665
467,55719,1,1,27750
468,84087,1,1,25541
469,32256,0,1,307804
470,65789,0,1,18910
471,21921,0,1,94993
472,75022,1,1,74615
473,00953,0,2,3135
474,23503,0,1,150320
475,29445,0,1,56580
476,75025,0,5,134216
477,24018,1,1,74558
478,26416,0,1,37010
479,49307,0,1,4975
480,60638,0,2,19430
481,01824,0,1,169898
482,44001,0,1,58462
483,19111,0,3,135403
484,62010,0,1,48512
485,66106,1,1,68322
486,54016,1,1,94207
487,50265,1,5,49963
488,94578,0,5,28918
489,76049,0,1,153592
490,99349,1,2,65117
491,70426,0,1,33210
492,12110,1,1,47236
493,14215,1,3,10292
494,42413,0,1,41793
495,80923,1,2,10501
496,30253,1,3,86038
497,93280,0,2,73411
498,07748,0,1,114315
499,84107,1,1,22229
500,33993,1,1,107638
501,66215,0,1,100878
502,80227,1,2,19218
503,93552,1,2,28981
504,28478,1,3,26261
505,49283,1,3,2197
506,98631,1,1,28833
507,98110,0,1,244521
508,95949,1,1,243410
509,54449,0,1,45652
510,74055,0,1,69617
511,53146,0,1,89521
512,19116,0,1,45858
513,14214,1,3,27743
514,94559,0,2,23635
515,98531,0,1,123611
516,63701,1,1,167070
517,28411,1,1,35445
518,21703,0,1,36293
519,27610,1,3,22200
520,66216,0,1,145861
521,73116,0,1,50190
522,96740,1,8,3616
523,25801,0,1,51572
524,94583,0,5,95697
525,78214,1,2,8824
526,55003,1,1,138506
527,33759,1,1,92151
528,70448,0,1,35619
529,08755,1,1,136547
530,11757,1,1,8032
531,40356,1,1,68992
532,97402,0,2,70547
533,94509,1,1,13205
534,60629,0,3,1315
535,17015,0,1,16400
536,97030,0,1,32178
537,28532,0,1,14943
538,92139,0,3,142690
539,08618,1,1,88064
540,85388,0,1,13748
541,24015,0,1,34377
542,73099,0,1,231031
543,29070,1,1,8337
544,76134,0,2,26520
545,39840,1,1,117135
546,74115,0,2,6088
547,37659,1,1,50433
548,89031,0,2,9359
549,33322,0,1,154704
550,07728,1,1,32445
551,21702,0,1,15544
552,85395,0,1,80931
553,06820,0,1,275905
554,65072,1,1,17350
555,55350,0,1,52579
556,21146,1,1,194558
557,11726,0,1,81166
558,20723,1,5,15783
559,39202,1,1,93237
560,79907,0,2,46057
561,21047,1,1,90395
562,42141,1,1,97914
563,29485,1,1,71080
564,75237,1,3,21583
565,92508,0,1,1917
566,72727,1,1,38490
567,30066,0,1,59551
568,62025,0,1,85781
569,42539,1,1,7174
570,21673,0,1,77183
571,60608,0,2,39272
572,11104,0,1,141195
573,48192,0,1,39562
574,40216,0,1,29063
575,26431,0,1,68022
576,63459,1,1,15455
577,39213,0,3,22460
578,46032,0,1,37262
579,23508,0,1,89001
580,48847,1,1,116833
581,78654,0,1,29158
582,43054,0,1,96771
583,44122,1,1,85335
584,71943,1,1,6924
585,85338,0,1,1227
586,97380,0,1,58545
587,60085,0,2,13312
588,48125,1,1,143990
589,61820,0,1,27878
590,92345,1,2,47382
591,22903,1,1,141247
592,49707,1,1,73568
593,95126,1,3,26300
594,60154,0,1,110725
595,76123,0,3,4687
596,28659,0,1,25205
597,94112,1,1,142645
598,48104,0,2,5700
599,46360,0,1,30913
600,72118,0,1,86535
601,83335,0,2,27776
602,10990,0,1,123872
603,38134,1,3,107635
604,36607,0,1,262034
605,13074,1,1,296
606,24504,0,1,39176
607,43560,0,1,218529
608,01906,0,1,30005
609,64019,1,1,49190
610,91325,0,5,30820
611,16327,0,1,41546
612,20132,0,1,128061
613,76935,0,1,44101
614,92584,1,1,52170
615,08210,1,1,18946
616,25508,1,1,14128
617,72113,0,1,104740
618,85007,0,3,6244
619,14737,0,1,44393
620,11717,1,2,89275
621,65803,0,1,141787
622,40505,1,1,53674
623,29045,1,1,3552
624,79701,0,4,85433
625,78248,1,2,37821
626,34221,1,2,22478
627,62704,1,1,67895
628,49509,1,2,2499
629,28314,0,2,65195
630,21701,1,1,195054
631,96740,0,1,122456
632,21136,0,1,358747
633,11364,1,5,129695
634,02459,1,1,15891
635,22407,1,1,48770
636,33186,1,2,24214
637,90275,1,1,95396
638,35213,0,1,44499
639,17042,1,1,89129
640,85621,0,2,56280
641,40503,1,1,28478
642,22033,1,3,238113
643,91914,1,3,37591
644,20170,0,5,197207
645,12839,1,1,32314
646,61554,0,1,17754
647,90280,1,2,37438
648,29403,1,3,11870
649,56529,1,1,50900
650,48044,0,1,49177
651,33510,1,2,41756
652,55125,1,6,51939
653,93436,1,2,61512
654,44128,0,2,19547
655,93305,0,2,18581
656,80013,0,3,36265
657,90247,1,5,82258
658,30529,1,1,28946
659,52076,1,1,125195
660,12116,1,1,5553
661,60008,1,2,40185
662,32809,1,2,33335
663,34759,1,1,72209
664,53926,0,1,13559
665,95961,1,1,13720
666,46947,0,1,16066
667,30312,0,3,78382
668,29302,0,1,24308
669,32128,1,1,89047
670,55446,1,2,77747
671,63670,1,1,146014
672,32043,1,5,79310
673,61265,1,2,35247
674,19805,1,2,17117
675,64118,0,1,5039
676,91390,1,3,31341
677,99337,1,1,27802
678,91436,1,1,289807
679,30058,1,3,44513
680,55124,1,1,12883
681,76541,0,3,28893
682,83709,1,1,66167
683,92505,1,1,62180
684,08618,1,1,93192
685,61701,0,1,77914
686,75211,1,2,1445
687,75214,1,1,1533
688,24014,1,1,39741
689,22031,0,1,40716
690,23452,1,3,54096
691,78616,1,1,63169
692,92021,0,1,18700
693,78250,1,2,58308
694,32401,0,1,73228
695,34105,0,1,12899
696,75602,0,2,34168
697,80550,1,1,241917
698,45144,1,1,142213
699,98686,0,1,19849
700,78605,0,1,39945
701,01510,1,1,256159
702,11226,0,3,32822
703,38570,1,1,8949
704,73044,1,1,105802
705,48205,1,3,97778
706,64112,1,1,98451
707,91011,0,1,229653
708,06109,1,1,161909
709,20776,0,1,22073
710,80504,1,2,45954
711,02453,1,1,164727
712,48104,0,1,48027
713,40220,0,1,128881
714,74048,1,8,35531
715,78573,0,2,34421
716,06825,0,1,61745
717,38251,1,1,35157
718,33309,1,5,32229
719,67206,0,1,281622
720,90029,0,1,40717
721,32773,0,1,89604
722,29554,0,3,25543
723,11373,1,5,105833
724,15224,1,3,8952
725,45066,1,1,25076
726,19133,0,2,52872
727,33487,1,1,223173
728,60467,0,1,28881
729,36545,1,1,18614
730,37174,0,1,92403
731,73008,0,1,60204
732,92629,0,1,20632
733,29511,0,1,29682
734,29302,1,1,50660
735,90604,1,5,28833
736,46124,1,1,59485
737,45651,1,1,113379
738,60477,0,1,48430
739,94538,0,5,108487
740,33311,1,3,9110
741,29607,1,1,45479
742,33024,1,2,50797
743,89030,0,2,45031
744,37211,1,1,41216
745,95336,1,1,162820
746,13088,0,1,63193
747,62305,0,1,90567
748,46131,0,1,96991
749,32210,0,3,67362
750,91607,0,1,366175
751,54603,0,1,29519
752,85719,1,1,3730
753,85024,1,1,50944
754,39452,1,1,37203
755,63033,0,3,179015
756,13204,1,3,41631
757,92646,1,5,75852
758,94080,1,1,81739
759,71923,1,1,47548
760,80010,1,2,9671
761,55344,1,1,107653
762,23230,1,5,4260
763,89081,0,1,25709
764,44116,1,1,153490
765,93610,1,3,49065
766,92399,0,1,164032
767,88352,1,1,11213
768,60067,1,1,199037
769,77061,1,2,25534
770,78045,1,2,18184
771,59714,0,1,12479
772,31533,1,3,13634
773,02125,1,3,9509
774,07305,0,3,34270
775,65203,1,1,31301
776,77388,1,1,241599
777,60561,1,1,14449
778,24202,0,1,39032
779,83823,1,1,24049
780,68516,0,1,106114
781,48307,0,5,26981
782,51104,1,1,45910
783,96792,1,5,16278
784,10305,0,2,46982
785,78574,0,2,50594
786,36271,1,1,139278
787,28212,1,3,31065
788,48917,0,1,31924
789,92509,1,2,44721
790,28025,0,1,27562
791,38118,1,3,82908
792,49417,0,1,122533
793,90605,1,2,20409
794,60126,1,1,38161
795,69101,0,1,178043
796,71055,1,1,10489
797,32068,0,1,34562
798,48167,1,1,107369
799,98520,0,1,33181
800,47720,1,1,68325
801,20147,1,1,64959
802,40075,0,1,29753
803,85704,1,1,73076
804,08810,0,5,61466
805,70560,0,1,81625
806,78154,0,1,89717
807,38060,0,1,38339
808,98374,1,1,45985
809,34446,1,1,67119
810,93552,0,2,61205
811,85350,1,2,14694
812,40245,0,1,2118
813,93309,1,3,5631
814,90017,1,5,65147
815,48442,1,1,45488
816,42101,1,5,36497
817,25625,1,1,23456
818,72058,1,7,24447
819,92629,1,1,54885
820,21208,0,3,99278
821,19426,1,1,103020
822,95120,1,1,323588
823,19802,1,3,17111
824,78541,1,2,42274
825,02631,1,1,7343
826,30331,0,1,52742
827,91104,1,2,74601
828,60101,0,1,105014
829,45601,1,1,14747
830,02453,0,2,35932
831,76064,0,1,64970
832,86044,1,4,80122
833,60617,0,3,14089
834,95828,0,7,9918
835,00777,0,2,30955
836,66111,1,1,8522
837,10452,0,2,83953
838,96797,1,8,39369
839,48623,0,1,52437
840,96822,1,5,36110
841,98506,1,1,20666
842,20110,1,2,30696
843,60031,1,1,138528
844,35971,1,2,4881
845,00641,0,2,3323
846,30350,0,1,294189
847,43062,1,5,54734
848,27517,0,1,235372
849,76691,1,1,142939
850,29063,1,1,180091
851,85541,0,4,17203
852,93704,1,3,63580
853,75154,1,3,26883
854,68008,1,1,169324
855,84087,1,1,26569
856,33317,1,1,130911
857,60506,0,1,104163
858,89147,0,1,234056
859,29455,1,1,67018
860,45385,0,3,42693
861,97205,1,1,62906
862,87108,0,2,8678
863,94024,0,1,188410
864,94610,1,5,51458
865,87901,0,2,2547
866,31061,1,3,30956
867,61951,1,1,13114
868,28557,1,1,17003
869,94611,1,1,20032
870,56601,1,1,9444
871,19970,0,1,207162
872,92653,0,1,95663
873,70394,1,1,55156
874,46321,0,5,165338
875,08054,1,1,111318
876,49655,1,1,42266
877,03601,1,1,92823
878,93313,0,2,46373
879,76040,1,3,98582
880,34748,0,1,56038
881,72758,1,2,40419
882,93940,0,1,33952
883,06033,1,1,238012
884,01541,1,1,56682
885,99338,0,1,162570
886,21234,0,1,4263
887,06320,0,2,7563
888,15829,1,1,15314
889,79761,1,2,14602
890,60051,0,1,142535
891,15010,0,1,24899
892,01752,0,1,58457
893,96821,1,5,3424
894,50588,0,1,113189
895,92545,0,2,9238
896,33014,1,1,85861
897,80526,0,1,56439
898,70714,0,3,14124
899,14048,1,1,121334
900,01201,0,1,99315
901,11787,1,1,107754
902,44240,1,3,70661
903,89183,0,2,22870
904,78217,1,1,74534
905,23417,1,1,25037
906,07621,0,2,133918
907,07860,0,1,290694
908,33647,1,1,42782
909,97225,0,1,356779
910,78245,1,2,43538
911,60447,0,1,87311
912,85925,0,1,27217
913,96003,1,1,198370
914,90717,1,2,30527
915,95376,0,1,139362
916,18235,0,3,43670
917,46229,0,3,84723
918,32779,0,1,188751
919,45784,0,1,77416
920,11215,1,1,63666
921,37037,0,1,36308
922,46322,0,5,51527
923,34104,0,2,20221
924,17268,0,1,100850
925,30005,1,1,186812
926,55109,1,1,168945
927,25311,0,1,244848
928,16046,0,1,41039
929,33137,1,3,38376
930,28716,1,1,88587
931,11236,1,3,42005
932,36310,1,3,20940
933,50310,0,1,54264
934,08902,1,1,154497
935,36301,1,1,21334
936,87116,0,1,8219
937,95148,0,5,93994
938,91942,0,2,112677
939,33626,0,1,122327
940,01701,0,1,125157
941,00716,0,2,1151
942,08332,0,1,218956
943,72908,0,1,54954
944,30507,0,3,49746
945,77386,0,3,92565
946,60615,0,3,53195
947,30157,0,1,186952
948,45245,0,1,42704
949,08609,0,3,38064
950,99204,0,1,39140
951,29910,0,1,172099
952,55336,1,1,54767
953,55390,0,1,19098
954,01201,1,2,48363
955,90035,1,1,147430
956,77057,0,2,28531
957,07662,0,2,33181
958,92336,0,5,102344
959,28409,1,1,155216
960,95076,1,2,41396
961,24121,1,1,49673
962,33309,1,3,10133
963,95258,1,1,71072
964,19152,1,1,41365
965,33441,0,1,21216
966,33150,0,3,89658
967,10970,1,1,9499
968,97070,0,3,30079
969,90064,0,7,143689
970,22630,1,1,38242
971,60452,1,2,79575
972,90011,0,2,10961
973,38756,1,1,175404
974,92410,1,2,12333
975,89147,1,1,91352
976,85706,0,1,39322
977,37343,1,1,94305
978,33161,0,3,10828
979,80524,1,1,20119
980,25508,1,1,100282
981,90301,1,3,123615
982,94520,1,2,14118
983,28657,0,1,52009
984,75149,1,1,65685
985,92078,1,2,3017
986,90037,1,3,8003
987,89523,0,1,140282
988,90022,0,2,8368
989,94901,1,3,38380
990,86409,1,1,17118
991,54914,1,1,18452
992,00971,0,2,4842
993,37920,0,1,46433
994,30178,1,1,81605
995,92407,0,2,84345
996,48640,0,1,101469
997,60564,1,7,35742
998,06340,0,1,67184
999,60073,1,1,107621
1000,66210,1,1,48691
1001,92833,0,2,827
1002,43465,1,1,10899
1003,46228,1,3,42139
1004,36862,0,3,70816
1005,32713,0,1,160764
1006,66223,0,1,28410
1007,48867,1,1,171642
1008,89523,0,1,28554
1009,95376,0,2,49712
1010,07013,1,2,2253
1011,60652,0,2,7717
1012,92646,1,5,45845
1013,36081,1,3,23907
1014,91941,1,3,146867
1015,00968,1,2,132340
1016,80138,1,1,174465
1017,23059,1,1,34669
1018,97301,1,2,10659
1019,39206,0,3,43109
1020,95035,1,5,275488
1021,11372,0,2,34685
1022,30458,1,1,80715
1023,95120,1,5,417564
1024,99301,0,2,14738
1025,78247,1,1,131342
1026,98503,1,1,157908
1027,14626,1,1,89658
1028,89117,0,1,26403
1029,43055,1,1,17312
1030,21804,1,5,36176
1031,33611,0,1,144124
1032,27610,1,2,18818
1033,40383,1,1,2899
1034,44632,0,1,22284
1035,20001,0,1,172848
1036,25801,0,1,33492
1037,48301,0,1,120770
1038,00794,1,2,17466
1039,64127,1,3,110851
1040,10992,1,2,37790
1041,17055,0,1,64199
1042,94541,1,5,11793
1043,19064,0,1,148857
1044,07059,0,1,432036
1045,23970,0,1,141149
1046,92069,1,7,32799
1047,64506,0,1,41472
1048,81632,0,2,19610
1049,66221,0,3,4655
1050,01876,0,1,96502
1051,37160,1,1,30309
1052,10940,1,3,62184
1053,08742,1,1,258859
1054,15774,1,1,80951
1055,11023,0,1,125638
1056,18512,0,1,49466
1057,84003,0,1,24927
1058,31032,1,3,28143
1059,85335,1,1,7165
1060,61569,0,1,2794
1061,30083,1,3,34405
1062,27526,1,3,85156
1063,89107,1,3,80987
1064,75126,1,1,76294
1065,63401,1,1,53453
1066,98405,0,7,48837
1067,95355,0,2,3111
1068,44023,1,1,73987
1069,67216,1,1,124316
1070,94578,1,2,127006
1071,85326,1,1,29020
1072,85281,0,1,31604
1073,85132,0,1,10740
1074,77303,0,1,83793
1075,91007,1,5,2297
1076,85142,0,1,117822
1077,61802,0,3,18657
1078,65793,0,1,40872
1079,32114,1,1,43624
1080,75104,1,3,10207
1081,92651,0,1,97167
1082,21222,1,1,21461
1083,36116,0,3,25325
1084,11209,1,1,77828
1085,78840,0,2,12512
1086,86351,1,1,94244
1087,13308,0,1,128921
1088,12553,0,2,52199
1089,90720,1,1,384030
1090,10469,1,1,82323
1091,97058,0,1,18934
1092,70538,1,3,17442
1093,78736,0,4,51939
1094,11367,1,5,138091
1095,60618,1,5,35123
1096,79907,1,2,65561
1097,44202,0,1,152930
1098,32119,0,1,134205
1099,26034,1,1,4701
1100,67107,0,1,131092
1101,76021,0,1,204106
1102,89523,1,2,11366
1103,16602,0,1,18422
1104,30276,1,1,17645
1105,43469,1,1,144196
1106,21014,0,1,23440
1107,96822,0,6,127073
1108,33460,0,2,15611
1109,06705,0,3,158953
1110,23901,0,1,47691
1111,30056,1,1,11936
1112,53027,1,1,7819
1113,48729,0,1,110583
1114,74014,0,1,182795
1115,56001,0,1,73874
1116,07420,0,1,21952
1117,34113,1,1,83848
1118,85345,1,2,21900
1119,48035,1,3,132473
1120,64086,1,1,31956
1121,49102,1,3,22607
1122,60478,1,3,13899
1123,56001,1,1,22767
1124,93270,0,2,5827
1125,76052,1,1,23740
1126,15522,1,1,54514
1127,38372,1,1,42843
1128,19709,0,3,105745
1129,98445,1,7,18294
1130,98031,1,8,25774
1131,79761,1,3,38060
1132,72315,0,1,144697
1133,23234,1,3,69298
1134,98908,1,1,26709
1135,46312,0,3,20353
1136,19604,1,3,35479
1137,07304,0,3,90405
1138,41649,1,1,116539
1139,30213,1,3,14700
1140,14536,0,1,60713
1141,07981,0,1,272339
1142,91770,0,5,22726
1143,94014,1,5,25972
1144,77590,1,1,63162
1145,31308,0,1,30731
1146,91352,1,5,48233
1147,98366,0,1,3673
1148,19148,1,1,10374
1149,89031,1,7,88587
1150,22030,0,3,42315
