#uid, zipcode, sex, race, income
468,36572,1,1,39140
469,27018,0,1,151692
470,21702,1,2,103509
471,85210,0,2,23638
472,23504,1,3,71325
473,30281,1,3,38046
474,45227,1,1,242389
475,95129,0,5,54210
476,84713,0,1,16284
477,65401,0,1,105154
478,10003,1,2,79209
479,28110,0,1,182371
480,00738,1,2,36917
481,80218,0,1,396216
482,13215,1,1,18869
483,32046,1,1,13477
484,75071,1,3,178167
485,56601,0,1,194363
486,91776,1,2,69666
487,30083,0,3,32714
488,38118,0,3,31246
489,85712,0,5,22960
490,72120,0,1,172999
491,55768,1,1,114463
492,31210,1,2,35804
493,92587,1,2,10640
494,60607,0,3,141877
495,37188,1,1,18632
496,56157,1,2,18876
497,66614,0,3,119416
498,06902,1,2,102259
499,24901,1,1,108142
500,46341,1,1,90953
501,53949,0,1,118917
502,92648,1,5,320203
503,10475,0,3,83863
504,77040,1,2,85304
505,30536,0,1,6010
506,32208,1,3,95903
507,40223,1,1,353839
508,93292,1,1,33617
509,55033,0,1,108339
510,64776,1,1,103064
511,92256,1,2,29229
512,94538,1,1,81254
513,30125,0,2,13882
514,95338,0,1,139687
515,21108,1,1,404254
516,47025,0,1,46926
517,77022,0,2,47579
518,37323,1,1,115656
519,02601,1,1,203622
520,93611,1,1,70388
521,91504,0,2,175437
522,32304,1,3,6784
523,21532,1,1,31705
524,85248,1,2,131249
525,08857,1,1,304805
526,46151,1,1,13496
527,34293,1,1,42385
528,76002,1,2,47892
529,07869,0,5,85770
530,97603,1,1,97513
531,21791,0,2,90835
532,53581,1,1,27407
533,30263,0,1,17882
534,61283,0,1,19690
535,94803,1,2,66792
536,97233,0,1,58362
537,21117,1,3,159977
538,95391,1,5,92251
539,46803,1,2,1774
540,90266,1,1,158827
541,77340,1,1,15320
542,95965,1,1,114770
543,97007,0,1,126057
544,16254,0,1,18167
545,29541,0,1,50466
546,77388,1,2,40275
547,75755,0,1,10962
548,30052,1,1,16817
549,67114,0,1,15282
550,28601,1,1,76074
551,33071,0,2,50534
552,63303,1,1,106180
553,84720,1,1,23003
554,85147,1,4,15617
555,92116,0,1,62608
556,71762,1,1,58495
557,94574,0,1,157767
558,24210,1,1,79114
559,60586,0,1,148055
560,37923,0,1,44788
561,21234,1,1,94823
562,10303,0,1,82383
563,93257,0,2,36228
564,91748,0,5,60966
565,66086,1,1,64736
566,99005,0,1,270487
567,00921,1,2,7314
568,45406,1,3,20960
569,06053,1,1,30157
570,20001,1,3,105187
571,02053,1,1,349270
572,60623,0,3,58463
573,63090,0,1,66012
574,32570,0,1,36071
575,15213,0,1,4030
576,11203,1,3,82316
577,39154,0,1,44011
578,21210,1,3,149124
579,00915,0,2,5253
580,79934,0,2,53340
581,33020,0,3,49299
582,87121,0,2,30331
583,39074,0,3,6572
584,28403,0,1,149669
585,95521,0,2,74079
586,28227,0,3,83976
587,06473,1,1,46855
588,08536,0,5,59298
589,74020,0,1,47380
590,30316,0,1,129325
591,44125,0,3,71946
592,73129,1,4,1667
593,11716,0,1,118911
594,55987,0,1,13772
595,30339,1,1,142963
596,95831,1,5,94527
597,10305,0,2,6851
598,27610,1,2,2451
599,56560,0,1,19462
600,87740,1,2,1226
601,54403,0,1,17543
602,18925,0,1,199641
603,78414,0,2,41457
604,15101,0,1,43410
605,78660,0,2,18469
606,55362,1,1,101725
607,52057,0,1,138361
608,28401,0,1,124126
609,98226,1,1,39937
610,54601,0,5,111130
611,11237,0,2,23877
612,32570,0,1,36406
613,73401,1,1,29103
614,57772,1,4,23692
615,53218,1,5,82437
616,98126,0,3,17785
617,25438,0,1,89371
618,07670,0,1,192839
619,88203,0,1,25532
620,90638,0,5,2184
621,29588,0,1,129901
622,14086,0,2,191353
623,44685,0,1,68168
624,77845,0,1,29703
625,00969,1,2,102667
626,63116,0,1,58286
627,60102,0,2,48151
628,84047,1,1,11267
629,44035,1,1,138704
630,93675,0,1,1718
631,77080,0,2,26956
632,27207,1,1,17589
633,92130,1,1,61526
634,32217,0,1,17359
635,20602,0,3,45411
636,60601,0,1,29375
637,85305,0,3,27807
638,33176,1,1,79985
639,37660,0,1,91488
640,07624,1,5,100593
641,37217,1,1,37701
642,95060,1,1,70570
643,49017,0,1,30615
644,98012,1,5,85372
645,34744,0,2,7353
646,98058,0,1,215852
647,91784,1,1,127466
648,63379,1,1,68153
649,40160,1,3,91832
650,92879,1,1,52311
651,13617,0,1,23732
652,42431,1,1,186192
653,29223,1,1,20123
654,40515,0,3,53642
655,90602,1,1,242772
656,02920,1,1,221963
657,45840,0,1,22905
658,85202,1,2,19613
659,53061,0,1,64144
660,10989,1,1,124343
661,30906,0,1,36707
662,76903,0,2,18205
663,30314,1,3,62761
664,37774,1,1,12677
665,11213,1,3,57668
666,12090,1,1,132946
667,02180,1,1,65716
668,23901,1,1,4562
669,92683,1,1,68706
670,93561,1,1,50824
671,80134,0,1,49577
672,85755,1,1,135835
673,29450,0,1,98892
674,17084,1,1,25090
675,13452,0,1,13937
676,45056,0,1,6926
677,29831,1,1,96115
678,18951,0,1,39471
679,33609,0,1,183632
680,22193,1,5,42089
681,64113,0,2,68020
682,97007,1,1,277157
683,80528,0,1,5602
684,74134,0,1,9926
685,29605,1,1,316708
686,27265,0,1,45697
687,06482,0,1,129809
688,78239,0,3,33239
689,01821,1,1,89576
690,31082,1,1,55410
691,34266,0,1,27584
692,53177,1,1,73919
693,48309,1,1,313619
694,34986,0,1,95892
695,92555,1,2,21168
696,98499,1,1,36814
697,37664,0,1,51073
698,57401,0,1,42819
699,11207,0,3,102800
700,32131,0,3,77212
701,22952,0,1,154696
702,48413,0,1,15177
703,19403,0,1,149850
704,65631,1,1,54783
705,33463,1,1,560
706,30542,0,1,13229
707,32653,1,1,121826
708,90247,1,3,666
709,77459,1,3,24571
710,73132,0,1,35763
711,39149,1,1,123991
712,92373,1,2,49351
713,56159,0,1,61808
714,04457,0,1,34631
715,31313,0,3,38567
716,97024,1,1,30480
717,27518,0,1,102462
718,99352,0,1,316485
719,43130,1,1,89763
720,81004,1,2,86745
721,79549,0,1,41518
722,01902,1,2,60034
723,13041,0,1,248704
724,92084,0,2,31860
725,28314,1,1,15070
726,19067,0,1,281286
727,77057,0,1,494
728,44125,0,1,40670
729,92802,0,2,24259
730,46563,1,1,14111
731,96797,1,5,40244
732,60623,0,2,52259
733,11203,0,3,23374
734,49085,0,5,122979
735,11218,1,2,19916
736,77041,1,2,25675
737,11233,1,3,11508
738,34471,0,1,107331
739,92570,0,2,40913
740,85730,1,1,5665
741,94131,0,1,984
742,20783,0,2,53825
743,91007,0,1,5961
744,94010,1,1,319316
745,28560,0,1,66626
746,66062,1,2,26117
747,10022,0,1,554984
748,27954,0,1,181643
749,07042,1,3,132961
750,46268,0,3,4997
751,13501,1,7,16848
752,77379,1,1,68937
753,16317,0,1,66087
754,83221,0,1,36025
755,95687,0,1,30444
756,28715,0,1,12380
757,97229,0,1,131301
758,10591,1,1,117169
759,02176,1,1,86691
760,60104,1,3,124739
761,58703,0,1,1640
762,21113,1,3,6111
763,28412,0,1,80556
764,35242,0,1,135933
765,28138,1,1,77446
766,37043,0,1,196831
767,10458,1,2,16447
768,77583,0,3,12445
769,11436,0,3,7037
770,56082,0,1,45512
771,60629,0,2,28066
772,17307,0,1,200333
773,29687,1,1,86486
774,93710,1,3,58378
775,11762,0,1,141897
776,44224,0,1,49505
777,01983,0,1,92240
778,32901,0,1,73506
779,77375,1,1,41790
780,02740,1,2,20613
781,31061,1,3,8202
782,84020,1,1,100178
783,70403,0,1,93601
784,49777,0,1,119836
785,44023,0,1,48187
786,78250,1,2,37609
787,60504,0,1,12290
788,84010,1,1,44365
789,89406,0,1,196793
790,15031,0,3,35858
791,65401,0,7,25158
792,90241,0,5,119089
793,68112,1,1,132113
794,03246,1,1,34826
795,00971,0,2,198
796,55304,1,1,96266
797,55312,0,1,235788
798,92253,1,1,83248
799,60526,0,1,148312
800,64037,1,8,450
801,85283,0,2,14586
802,49093,0,1,13918
803,85364,1,2,31710
804,97123,0,1,29936
805,49072,1,1,69349
806,37217,0,3,20286
807,74354,1,1,77069
808,95746,1,1,222930
809,02715,1,1,53689
810,18508,0,1,69588
811,99645,1,1,46568
812,94501,1,5,70811
813,48708,1,2,43352
814,94568,0,1,36632
815,60645,1,1,12987
816,73505,0,1,125387
817,78416,0,2,37089
818,48221,1,3,71852
819,26505,1,1,1744
820,95501,0,1,112964
821,92705,0,2,40301
822,29360,0,3,19306
823,02915,1,1,20969
824,71439,1,1,18036
825,33406,0,5,39632
826,33624,0,2,40749
827,90810,0,2,10967
828,85747,1,1,26270
829,77995,1,1,1390
830,07032,1,1,114070
831,37046,1,1,60681
832,06614,1,1,95060
833,28580,0,1,65873
834,75217,0,3,17590
835,97128,1,2,54038
836,65203,0,1,217493
837,32725,0,2,14297
838,43537,1,1,862
839,60152,1,1,37486
840,98201,0,6,5853
841,46214,1,1,50820
842,13669,1,1,168479
843,49546,1,1,49367
844,97202,1,1,90547
845,55021,0,1,40712
846,28081,0,1,36827
847,60002,1,1,154635
848,27707,0,7,11546
849,55369,1,1,72783
850,11772,0,1,20623
851,92882,1,1,58596
852,53186,1,1,71007
853,75088,1,1,182927
854,00979,0,3,7905
855,32065,0,1,177306
856,43064,1,1,107521
857,28311,1,3,169205
858,92657,0,1,182762
859,33614,1,2,24304
860,11213,0,3,89873
861,48229,0,3,27775
862,22202,1,3,119852
863,33706,1,1,15675
864,63133,0,3,43984
865,11096,1,3,28866
866,77031,0,3,12874
867,11752,1,1,53069
868,46324,1,1,39538
869,43123,1,3,25084
870,50320,0,1,58222
871,15147,1,1,39744
872,48640,0,1,135048
873,80816,1,1,35101
874,27217,0,3,23257
875,10990,0,1,132389
876,87108,0,2,20164
877,90241,0,1,47019
878,92503,1,1,125071
879,45841,1,1,57902
880,00926,1,2,74020
881,28377,1,3,78323
882,41102,1,1,129625
883,33127,1,3,40529
884,60471,0,3,38967
885,32951,1,1,40030
886,75428,1,1,31382
887,75206,0,1,431199
888,13603,1,2,39690
889,60565,0,1,257115
890,17315,0,1,112513
891,11236,1,3,34747
892,17111,1,1,73634
893,03110,1,1,81133
894,30277,0,1,71951
895,08861,1,2,34320
896,79936,0,2,45813
897,54401,0,2,3750
898,37914,1,3,31905
899,56263,0,1,11803
900,95376,1,2,5119
901,49230,1,1,65726
902,73145,0,1,18250
903,77351,1,1,1605
904,78052,0,2,81342
905,48197,1,3,64071
906,21532,0,1,21702
907,48823,1,5,26728
908,22152,1,2,55371
909,90241,0,2,10058
910,23511,0,3,49910
911,53129,1,1,187417
912,92201,1,2,19987
913,60188,0,5,11228
914,78648,1,3,13837
915,42276,0,1,15287
916,62226,0,1,50757
917,37061,1,1,30569
918,77429,1,5,175609
919,05491,0,1,22293
920,64116,1,2,24447
921,30818,0,3,152921
922,99301,1,1,6403
923,78223,1,3,133991
924,43953,0,1,60533
925,84057,1,1,6431
926,02919,1,1,58831
927,32712,0,2,26387
928,45251,0,1,204657
929,23224,0,3,16916
930,72114,1,3,55240
931,65737,1,1,79181
932,06437,1,1,84400
933,17009,0,1,47364
934,85388,0,1,127686
935,90403,0,1,16046
936,94085,1,2,17103
937,49623,0,1,12808
938,95127,0,5,208594
939,76114,0,2,18767
940,92626,0,3,109321
941,16335,1,1,49396
942,95307,0,6,34106
943,75067,1,1,284509
944,97023,1,1,54820
945,10473,1,2,11742
946,27028,1,3,14928
947,46311,0,1,59442
948,99518,0,1,71447
949,54758,0,1,49375
950,30004,1,1,14663
951,91601,0,3,231142
952,95991,0,1,49388
953,19125,0,1,13106
954,45371,1,1,29345
955,10543,1,1,109237
956,80017,0,1,221398
957,59219,1,1,261560
958,80121,0,1,16311
959,27244,1,1,66441
960,20032,0,3,124179
961,91977,1,2,44
962,36619,1,1,63176
963,50266,0,1,12410
964,78748,1,2,90573
965,61088,0,1,242466
966,19122,1,3,13414
967,73089,0,4,111820
968,36266,0,1,13426
969,90241,1,2,3768
970,02917,1,1,159034
971,77489,1,3,30259
972,27021,0,1,33783
973,28570,1,1,117591
974,92345,0,1,21744
975,70584,1,1,60148
976,85396,1,1,9998
977,42602,0,1,79252
978,84770,1,1,54276
979,55379,1,1,90601
980,19801,0,3,65931
981,95337,1,2,8449
982,54650,1,1,225662
983,38141,1,1,33734
984,20781,1,2,61067
985,60634,0,1,52403
986,44120,1,3,40106
987,07652,0,2,135152
988,37820,1,1,46050
989,38863,0,3,46494
990,06107,0,1,70248
991,22407,1,1,48223
992,37014,1,1,139337
993,55121,0,1,238411
994,12477,1,1,121610
995,33434,0,1,166457
996,76006,0,1,300107
997,19734,0,1,666
998,94063,0,2,40047
999,78023,1,1,88918
1000,49456,1,1,190404
1001,07013,0,1,40420
1002,77338,0,1,122564
1003,75211,1,2,51
1004,78254,0,1,116876
1005,77044,1,2,73938
1006,11553,0,2,45929
1007,55047,0,1,159452
1008,22554,1,3,5439
1009,91702,1,2,28582
1010,42717,0,1,83778
1011,90501,1,2,34916
1012,02145,0,2,27830
1013,95610,0,2,24516
1014,92692,0,2,11869
1015,27808,0,8,51939
1016,93272,1,2,51536
1017,77038,0,5,53922
1018,02664,1,1,92456
1019,85301,0,2,19193
1020,10310,1,3,14313
1021,11209,0,1,85571
1022,12528,1,3,24730
1023,73521,0,1,33489
1024,32931,1,1,23029
1025,94530,0,1,126748
1026,78046,0,2,24109
1027,33306,0,1,174170
1028,27921,1,1,95436
1029,64152,1,1,164845
1030,76823,1,2,31007
1031,75949,0,1,60162
1032,24012,0,1,130516
1033,25404,0,1,9204
1034,36561,1,1,23227
1035,32937,0,1,112571
1036,63367,1,1,255293
1037,95367,0,2,107258
1038,18034,0,1,90852
1039,80403,0,1,91947
1040,76135,0,1,44858
1041,33606,1,1,239818
1042,55441,0,1,282386
1043,85041,0,2,15009
1044,19148,1,1,23363
1045,33707,1,1,30637
1046,07722,1,1,347704
1047,30315,1,3,45657
1048,56353,1,1,93761
1049,12839,0,1,36186
1050,30022,1,2,27897
1051,77067,1,3,121058
1052,77662,1,1,5159
1053,33173,0,2,127031
1054,21218,1,3,28005
1055,33844,0,2,16988
1056,02909,0,2,8705
1057,94539,0,5,61436
1058,77092,1,3,40168
1059,19150,1,3,133385
1060,78624,0,1,96193
1061,31901,1,3,28782
1062,00728,0,2,45445
1063,34221,1,3,22816
1064,94501,0,1,48241
1065,27523,1,1,66472
1066,85296,0,1,271327
1067,94122,0,1,123110
1068,45750,0,1,187121
1069,72933,1,1,34645
1070,31312,0,1,116400
1071,47394,1,1,81951
1072,60041,1,1,202844
1073,78577,0,2,13031
1074,01830,1,1,74926
1075,13492,0,1,45562
1076,96753,1,5,197390
1077,37617,0,1,60299
1078,12302,0,1,68119
1079,45223,0,3,1563
1080,41080,0,1,2346
1081,61201,1,1,130402
1082,17240,1,1,45610
1083,45247,0,1,20927
1084,07022,1,1,48356
1085,11215,1,1,72877
1086,91739,0,1,79931
1087,75691,0,1,207964
1088,61101,0,1,89165
1089,48329,1,1,248318
1090,78504,0,5,2504
1091,19460,1,1,32177
1092,71119,1,1,40129
1093,93631,0,2,15666
1094,18704,1,1,109582
1095,18505,1,7,9366
1096,11362,0,5,157238
1097,92069,0,2,76875
1098,18074,1,1,149640
1099,11225,1,3,7108
1100,49022,0,1,185941
1101,90255,0,2,91711
1102,28540,0,1,52106
1103,07305,1,3,1309
1104,75081,1,5,16735
1105,81050,1,2,29138
1106,79382,0,2,31093
1107,33803,0,1,111128
1108,21236,0,2,17296
1109,25276,0,1,65748
1110,22191,1,2,87438
1111,47331,1,1,17260
1112,84123,1,1,24659
1113,76134,1,1,62342
1114,32626,1,1,17114
1115,33471,0,1,110345
1116,10455,0,3,42217
1117,43619,0,1,193633
1118,92114,1,3,15343
1119,17363,1,1,60275
1120,93036,0,1,38733
1121,92026,1,1,24622
1122,43147,0,3,100321
1123,85207,1,1,49279
1124,33314,1,1,36048
1125,27910,1,3,21470
1126,27408,0,1,126065
1127,00953,1,2,22457
1128,32792,1,1,18718
1129,25703,0,1,41927
1130,97111,0,1,148010
1131,42220,1,1,28111
1132,11413,1,3,6742
1133,78586,1,2,6324
1134,08820,0,1,54157
1135,38506,0,1,68786
1136,94523,1,1,101863
1137,64152,1,1,112162
1138,92104,1,1,23047
1139,14802,1,1,34917
1140,84107,0,1,113101
1141,76063,0,1,33689
1142,86305,1,2,111710
1143,92114,0,2,53794
1144,24055,1,1,23339
1145,17225,1,1,29542
1146,76401,1,2,55557
1147,35954,1,1,5028
1148,10025,1,2,21382
1149,30087,1,3,73383
1150,21244,0,3,17678
1151,91304,1,1,107820
