#zipcode,latitude,longtitude
10019,40.765714,-73.9856
10022,40.759015,-73.96732
10024,40.786387,-73.97709
10027,40.812665,-73.95499
10028,40.776777,-73.9541
10033,40.848764,-73.93496
10036,40.759511,-73.99019
10302,40.631127,-74.13715
10306,40.569394,-74.11785
10314,40.606337,-74.14513
10462,40.842173,-73.85862
10463,40.881086,-73.90749
10475,40.878522,-73.82541
10523,41.057089,-73.81658
10538,40.933089,-73.75615
10549,41.204027,-73.73045
10550,40.907607,-73.83709
10573,41.010376,-73.67326
10583,40.98845,-73.79716
10598,41.296874,-73.78934
10710,40.96555,-73.84506
10917,41.322344,-74.12354
10940,41.449364,-74.43951
10954,41.100182,-74.0133
10994,41.097529,-73.96996
11030,40.796752,-73.68935
11040,40.742901,-73.67895
11102,40.771286,-73.92462
11209,40.62327,-74.0295
11215,40.667508,-73.9856
11222,40.726302,-73.94559
11223,40.598142,-73.97229
11226,40.645256,-73.95553
11230,40.622994,-73.96427
11234,40.618561,-73.9216
11235,40.583803,-73.95019
11239,40.645848,-73.87919
11356,40.785462,-73.84366
11361,40.763177,-73.77392
11372,40.750146,-73.88433
11374,40.724945,-73.8609
11377,40.742869,-73.90377
11378,40.724096,-73.90271
11416,40.683301,-73.8503
11418,40.698485,-73.83365
11426,40.732239,-73.72108
11520,40.653935,-73.587
11542,40.864757,-73.62609
11550,40.702271,-73.61741
11559,40.61579,-73.73126
11572,40.636286,-73.6374
11581,40.651733,-73.71079
11590,40.756287,-73.57536
11703,40.733398,-73.32257
11706,40.729098,-73.25607
11725,40.841522,-73.28001
11730,40.72921,-73.18073
11735,40.725968,-73.44151
11746,40.821698,-73.37553
11753,40.786544,-73.53675
11756,40.724883,-73.51739
11758,40.68085,-73.46289
11763,40.820786,-72.98375
11772,40.770898,-73.00213
11776,40.911082,-73.04966
11790,40.906174,-73.12748
11801,40.763355,-73.52323
11901,40.926595,-72.65327
11932,40.939075,-72.30514
11967,40.794317,-72.87181
12010,42.940644,-74.17899
12065,42.853676,-73.78445
12077,42.600551,-73.79621
12110,42.74964,-73.76802
12144,42.63738,-73.72587
12205,42.713328,-73.8179
12303,42.769009,-73.93619
12401,41.932315,-74.02259
12534,42.22948,-73.75846
12590,41.59466,-73.89579
12601,41.701443,-73.91922
12701,41.653071,-74.69748
12804,43.330471,-73.67816
12866,43.080399,-73.77038
12901,44.693271,-73.46617
13021,42.922273,-76.55882
13031,43.039916,-76.28757
13041,43.1835,-76.18002
13045,42.591109,-76.19217
13057,43.074266,-76.05538
13413,43.067169,-75.28767
13601,43.976735,-75.91199
13850,42.075874,-76.02837
13901,42.142575,-75.88783
14456,42.853039,-76.99394
14564,42.980323,-77.42022
14580,43.220991,-77.45364
14615,43.204695,-77.65194
14621,43.185163,-77.60368
14623,43.087613,-77.6352
14625,43.143663,-77.51114
14760,42.076574,-78.42744
14850,42.449454,-76.49685
14903,42.129274,-76.84497
15012,40.140248,-79.84251
15061,40.677132,-80.28881
15068,40.571108,-79.74226
15205,40.436618,-80.07289
15206,40.468968,-79.91863
15216,40.400319,-80.03566
15237,40.552768,-80.03227
15238,40.518701,-79.86744
15301,40.170663,-80.25185
15401,39.89822,-79.7311
15601,40.298765,-79.54126
15701,40.626307,-79.16146
15801,41.125563,-78.74648
15904,40.289442,-78.86612
16001,40.877664,-79.9113
16066,40.700423,-80.11374
16101,40.992023,-80.32747
16148,41.232543,-80.45797
16319,41.321298,-79.6478
16335,41.637502,-80.15214
16509,42.074056,-80.06927
16602,40.50217,-78.39121
16803,40.802661,-77.89936
17011,40.236139,-76.93084
17013,40.203458,-77.19987
17033,40.277923,-76.6434
17042,40.31977,-76.42344
17055,40.215939,-76.99827
17111,40.264389,-76.80298
17201,39.931123,-77.66139
17325,39.827337,-77.22904
17331,39.795301,-76.97727
17402,39.976898,-76.67785
17404,39.962821,-76.76764
17522,40.174994,-76.17619
17601,40.072246,-76.3155
17602,40.032664,-76.27575
17701,41.256736,-77.0108
17815,41.013364,-76.43982
17870,40.812047,-76.86138
17901,40.68514,-76.2139
18018,40.625444,-75.38831
18045,40.681531,-75.26722
18052,40.651751,-75.49224
18103,40.595097,-75.45915
18104,40.601996,-75.52104
18202,40.969691,-75.990392
18337,41.320904,-74.88565
18360,40.98314,-75.26026
18519,41.46213,-75.62478
18702,41.236331,-75.87254
18901,40.317473,-75.12854
18938,40.354735,-74.99319
18940,40.246802,-74.93912
18951,40.445203,-75.34838
18969,40.32635,-75.34589
18976,40.240295,-75.13458
19010,40.02371,-75.32764
19020,40.10386,-74.93734
19033,39.890462,-75.32755
19047,40.173563,-74.91203
19053,40.148759,-74.98228
19064,39.929511,-75.33562
19072,40.014541,-75.25805
19083,39.978728,-75.30861
19087,40.058808,-75.40069
19090,40.145859,-75.1216
19102,39.952962,-75.16558
19115,40.09261,-75.04118
19118,40.07236,-75.20772
19124,40.017362,-75.08769
19128,40.038944,-75.22104
19145,39.922262,-75.18259
19147,39.936562,-75.15409
19335,40.02342,-75.71389
19341,40.040505,-75.63425
19342,39.897677,-75.50109
19348,39.858137,-75.71227
19380,39.983108,-75.59332
19401,40.123708,-75.33843
19454,40.223524,-75.24731
19460,40.126271,-75.52341
19464,40.253496,-75.63481
19468,40.200347,-75.53236
19606,40.327741,-75.87002
19610,40.335023,-75.97099
19702,39.626297,-75.71386
19713,39.669211,-75.71796
19720,39.669219,-75.59003
19803,39.793962,-75.53401
19808,39.734279,-75.6631
19901,39.16426,-75.51163
19971,38.711512,-75.09677
20005,38.904461,-77.03088
20010,38.933311,-77.02929
20036,38.906778,-77.04148
20109,38.790202,-77.51294
20110,38.752269,-77.47694
20151,38.889111,-77.4363
20155,38.803732,-77.62404
20165,39.044855,-77.38701
20176,39.138978,-77.54519
20186,38.707135,-77.8145
20190,38.959673,-77.3462
20601,38.634306,-76.86008
20619,38.303103,-76.52231
20706,38.964093,-76.85331
20707,39.098475,-76.86571
20716,38.93193,-76.72457
20735,38.753264,-76.89913
20740,38.99756,-76.92577
20745,38.80758,-76.99193
20774,38.892456,-76.80685
20782,38.96401,-76.96139
20815,38.97986,-77.08079
20852,39.0509,-77.12261
20876,39.191769,-77.24329
20878,39.11755,-77.23548
20904,39.069108,-76.97834
20906,39.07737,-77.06433
20910,38.999992,-77.03404
21014,39.536057,-76.34957
21043,39.254356,-76.8006
21045,39.207523,-76.82527
21076,39.167708,-76.71706
21093,39.435789,-76.63614
21117,39.419105,-76.78388
21157,39.563901,-76.98926
21208,39.376879,-76.7287
21212,39.363456,-76.61142
21224,39.284607,-76.55696
21228,39.278056,-76.74002
21236,39.389457,-76.48709
21286,39.399639,-76.58418
21401,38.997511,-76.49803
21502,39.646587,-78.77398
21601,38.777863,-76.0782
21702,39.451934,-77.442
21704,39.363415,-77.37849
21740,39.633946,-77.73025
21801,38.369675,-75.61214
21842,38.385457,-75.07153
21921,39.626736,-75.84294
22015,38.788646,-77.27888
22031,38.859675,-77.26167
22041,38.849136,-77.14081
22042,38.864669,-77.18781
22046,38.886311,-77.18098
22150,38.778243,-77.18562
22182,38.922478,-77.2566
22192,38.678451,-77.30657
22203,38.874979,-77.11455
22305,38.836779,-77.06418
22306,38.757214,-77.08666
22312,38.817362,-77.1537
22401,38.301829,-77.47077
22602,39.158386,-78.24758
22630,38.926615,-78.17499
22701,38.459521,-77.99875
22801,38.426786,-78.88153
22901,38.072402,-78.50149
22903,38.026342,-78.5348
23185,37.256301,-76.70024
23229,37.593546,-77.56271
23230,37.580346,-77.48831
23233,37.622465,-77.61965
23235,37.522514,-77.56565
23834,37.265403,-77.40438
24012,37.305769,-79.92767
24018,37.229786,-80.02477
24073,37.136013,-80.41222
24401,38.146216,-79.07625
24502,37.362109,-79.21525
24605,37.222548,-81.3367
25309,38.329768,-81.73418
25313,38.425721,-81.76168
25414,39.279965,-77.86203
25801,37.79064,-81.19958
26301,39.281289,-80.34348
27012,36.027101,-80.39312
27030,36.49376,-80.62336
27105,36.147887,-80.23423
27203,35.686122,-79.82919
27262,35.964586,-80.02239
27284,36.119887,-80.08726
27407,36.025379,-79.87112
27511,35.755651,-78.77508
27513,35.797882,-78.79702
27514,35.915083,-79.02939
27526,35.575302,-78.80234
27529,35.679194,-78.60246
27534,35.377069,-77.92463
27537,36.33705,-78.387374
27587,35.97154,-78.52241
27604,35.814572,-78.58348
27609,35.844753,-78.63263
27617,35.906016,-78.743197
27704,36.034561,-78.86892
27858,35.579216,-77.33836
27870,36.448592,-77.67144
27893,35.715315,-77.91989
27959,35.923805,-75.61144
28025,35.400407,-80.56574
28043,35.317602,-81.86722
28078,35.409544,-80.86362
28092,35.473447,-81.24094
28117,35.571827,-80.89228
28146,35.614422,-80.43115
28204,35.214693,-80.82665
28226,35.107804,-80.82139
28269,35.329235,-80.80486
28277,35.054546,-80.81792
28314,35.060087,-79.00848
28315,35.12416,-79.4415
28403,34.221512,-77.88452
28412,34.152021,-77.91346
28546,34.781212,-77.3756
28557,34.729839,-76.75219
28562,35.091472,-77.09936
28607,36.21277,-81.66255
28625,35.840579,-80.87988
28655,35.742752,-81.71625
28697,36.136991,-81.17462
28786,35.511094,-82.99607
28792,35.353837,-82.41625
28801,35.595661,-82.55632
29150,33.916418,-80.35738
29205,33.990555,-80.99826
29212,34.075611,-81.17611
29223,34.084069,-80.93286
29407,32.794841,-80.005
29418,32.879529,-80.05911
29464,32.813518,-79.85899
29483,33.034586,-80.18599
29601,34.848301,-82.40578
29607,34.825592,-82.34099
29609,34.889217,-82.39364
29621,34.523657,-82.62509
29640,34.849655,-82.59365
29651,34.937356,-82.22117
29678,34.660345,-82.94557
29730,34.914611,-81.0125
29803,33.486049,-81.70946
29906,32.445712,-80.74845
29910,32.241315,-80.87404
29928,32.159476,-80.75144
30022,34.026238,-84.24506
30024,34.052698,-84.07485
30038,33.676358,-84.15381
30040,34.235408,-84.17441
30064,33.946735,-84.602
30084,33.853853,-84.22036
30096,33.979401,-84.15118
30101,34.052285,-84.68483
30114,34.228478,-84.50402
30117,33.588486,-85.1062
30121,34.200264,-84.77533
30161,34.253343,-85.15312
30214,33.47875,-84.47668
30240,33.029838,-85.0745
30253,33.455031,-84.17215
30269,33.398992,-84.57062
30308,33.771755,-84.38065
30344,33.676258,-84.44977
30519,34.089419,-83.94701
30909,33.475936,-82.0697
31093,32.638316,-83.64332
31206,32.79904,-83.67216
31404,32.046143,-81.06724
31419,31.986249,-81.20259
31501,31.220059,-82.35133
31525,31.260995,-81.49832
31701,31.580774,-84.16044
31794,31.459666,-83.51083
31909,32.53554,-84.92583
32034,30.641487,-81.46092
32073,30.160965,-81.72916
32084,29.87131,-81.29464
32114,29.204009,-81.03602
32137,29.581683,-81.21645
32159,28.930573,-81.93806
32177,29.666218,-81.67401
32207,30.294389,-81.6374
32223,30.159091,-81.63073
32246,30.296911,-81.52228
32250,30.284641,-81.39844
32303,30.486061,-84.31528
32536,30.760184,-86.58533
32707,28.665125,-81.31772
32712,28.713173,-81.52359
32746,28.758133,-81.33992
32765,28.656375,-81.21026
32780,28.564077,-80.81695
32803,28.557579,-81.35244
32822,28.494931,-81.28949
32905,28.031689,-80.60014
32935,28.13926,-80.65077
32960,27.636828,-80.40294
33012,25.864773,-80.30069
33064,26.279108,-80.11319
33137,25.817325,-80.19046
33145,25.753177,-80.23327
33157,25.606583,-80.34859
33186,25.662292,-80.40947
33319,26.183628,-80.22122
33324,26.110631,-80.27469
33403,26.802139,-80.07032
33409,26.709575,-80.09443
33426,26.529581,-80.08226
33477,26.924709,-80.08119
33511,27.911201,-82.2948
33542,28.238489,-82.181913
33563,28.016971,-82.128584
33607,27.963798,-82.49537
33612,28.048595,-82.45171
33618,28.071502,-82.49392
33625,28.069755,-82.55734
33647,28.127973,-82.36123
33713,27.787904,-82.68039
33761,28.032827,-82.72596
33765,27.971362,-82.74482
33778,27.885344,-82.79594
33809,28.128494,-81.95625
33813,27.965469,-81.92215
33837,28.223014,-81.63131
33880,27.997276,-81.74554
33905,26.680407,-81.74812
33907,26.566053,-81.87009
33909,26.687462,-81.94968
33913,26.542097,-81.69984
33948,26.984486,-82.14859
33990,26.63075,-81.95251
34109,26.240637,-81.76663
34110,26.28828,-81.78726
34113,26.067538,-81.72002
34119,26.256551,-81.7186
34201,27.400627,-82.47104
34209,27.488866,-82.62737
34231,27.267649,-82.51663
34236,27.333014,-82.54613
34293,27.055013,-82.3973
34470,29.198704,-82.10556
34471,29.171187,-82.10394
34606,28.470236,-82.59741
34689,28.149691,-82.75339
34711,28.545742,-81.74805
34741,28.301788,-81.42159
34769,28.24934,-81.28749
34787,28.536794,-81.59344
34952,27.291694,-80.29691
34982,27.393097,-80.3279
34986,27.341158,-80.39786
34994,27.195291,-80.25225
35124,33.317471,-86.78726
35216,33.420558,-86.78489
35235,33.609779,-86.65507
35242,33.409582,-86.69684
35603,34.539072,-86.95732
35611,34.784028,-87.02767
35758,34.715065,-86.73964
35801,34.72879,-86.57316
35802,34.666041,-86.55929
35976,34.350835,-86.30475
36526,30.620594,-87.88312
36606,30.674057,-88.10249
37067,35.921811,-86.7952
37075,36.311047,-86.61173
37076,36.180507,-86.60111
37122,36.195016,-86.49732
37129,35.896645,-86.42425
37167,35.968513,-86.52231
37204,36.112058,-86.77626
37221,36.065032,-86.94674
37303,35.441378,-84.61975
37312,35.219532,-84.86489
37343,35.167987,-85.21158
37421,35.028574,-85.15939
37701,35.784708,-83.97956
37745,36.229928,-82.81406
37830,35.992691,-84.27044
37876,35.860157,-83.48694
37922,35.875925,-84.12608
38501,36.1832,-85.52054
38555,35.929314,-85.05926
38866,34.360547,-88.68079
40205,38.22292,-85.68326
40207,38.257489,-85.65134
40219,38.141638,-85.68218
40220,38.214982,-85.62207
40258,38.141719,-85.86375
40504,38.039322,-84.54259
40509,38.005199,-84.40954
40601,38.201649,-84.86935
41017,39.036361,-84.56801
41042,38.983853,-84.64401
41076,39.019185,-84.44204
41501,37.478169,-82.5189
42104,36.930527,-86.44751
42303,37.758568,-87.08714
42701,37.704287,-85.86403
43026,40.021665,-83.14762
43035,40.173636,-82.99675
43050,40.385636,-82.48254
43055,40.079115,-82.40054
43068,39.956384,-82.7961
43110,39.854413,-82.80872
43123,39.88628,-83.07989
43212,39.988114,-83.04268
43213,39.966814,-82.87413
43219,40.002514,-82.92589
43220,40.047273,-83.06986
43235,40.099204,-83.05567
43402,41.388519,-83.65795
43420,41.35307,-83.11217
43701,39.949377,-82.00492
43950,40.086725,-80.90826
44024,41.574171,-81.19473
44035,41.369846,-82.10874
44060,41.688162,-81.33378
44111,41.459399,-81.78174
44124,41.513752,-81.47281
44129,41.397701,-81.73575
44136,41.312752,-81.83197
44221,41.141456,-81.47928
44241,41.249405,-81.34404
44256,41.139849,-81.85646
44312,41.034156,-81.43944
44333,41.144661,-81.61948
44446,41.186257,-80.75297
44514,41.016159,-80.61549
44601,40.917908,-81.11641
44663,40.477187,-81.44439
44691,40.800086,-81.95726
44870,41.42646,-82.71083
44906,40.766056,-82.56749
45005,39.550241,-84.3087
45011,39.404856,-84.52271
45030,39.257936,-84.77001
45040,39.344258,-84.3152
45202,39.10441,-84.50774
45209,39.15406,-84.43086
45211,39.154159,-84.60527
45236,39.205109,-84.39512
45239,39.207558,-84.57299
45246,39.288558,-84.47383
45255,39.066112,-84.32227
45373,40.036525,-84.20629
45424,39.840308,-84.12227
45439,39.695702,-84.21688
45459,39.644609,-84.16931
45701,39.322847,-82.09728
45840,41.037325,-83.64576
46060,40.050109,-85.99815
46168,39.69775,-86.39589
46220,39.866913,-86.12323
46236,39.888225,-85.97041
46237,39.67859,-86.08634
46256,39.907838,-86.01405
46268,39.897548,-86.22546
46321,41.551457,-87.50143
46383,41.47339,-87.03165
46410,41.487369,-87.34024
46526,41.567559,-85.84885
46580,41.2281,-85.85778
46614,41.626588,-86.24804
46804,41.054247,-85.23878
46901,40.501576,-86.14677
46953,40.53089,-85.65922
47129,38.303945,-85.76787
47304,40.215398,-85.43636
47401,39.131576,-86.49743
47546,38.408794,-86.93876
47715,37.975476,-87.47506
47802,39.393237,-87.3977
47905,40.41836,-86.81847
48017,42.535534,-83.15112
48051,42.682081,-82.83068
48059,43.088742,-82.48614
48066,42.503285,-82.93851
48101,42.254788,-83.21027
48103,42.280887,-83.79147
48116,42.509476,-83.77718
48124,42.294987,-83.25049
48162,41.940898,-83.38515
48197,42.223482,-83.63316
48207,42.352837,-83.02449
48230,42.386087,-82.92426
48302,42.5863,-83.29705
48306,42.708151,-83.16584
48326,42.661129,-83.24571
48374,42.467945,-83.51766
48390,42.549483,-83.47969
48439,42.925677,-83.63585
48509,43.020176,-83.60433
48604,43.473075,-83.94479
48642,43.652404,-84.21671
48706,43.607523,-83.9162
48858,43.60616,-84.78306
48867,42.99605,-84.17896
48912,42.734434,-84.52497
48917,42.735535,-84.62698
49014,42.311089,-85.13845
49022,42.10809,-86.41801
49221,41.900927,-84.04585
49307,43.697651,-85.47815
49316,42.794914,-85.55091
49417,43.04117,-86.19013
49418,42.891709,-85.76466
49424,42.823232,-86.12726
49431,43.967306,-86.43044
49444,43.198048,-86.22774
49512,42.888821,-85.5616
49685,44.816178,-85.575147
49829,45.751671,-87.08951
50009,41.644716,-93.46641
50010,42.02933,-93.60966
50021,41.725288,-93.60475
50310,41.625988,-93.67403
50401,43.153969,-93.20037
50702,42.475886,-92.33578
51106,42.466292,-96.35291
51301,43.150381,-95.14466
52002,42.50963,-90.75329
52246,41.650916,-91.56058
52401,41.97545,-91.65912
52404,41.947335,-91.68819
52601,40.814207,-91.11911
52807,41.565433,-90.53924
53115,42.63427,-88.6383
53511,42.526464,-89.04291
53546,42.666761,-88.99528
53711,43.036696,-89.44499
53716,43.065621,-89.32085
53916,43.456814,-88.84058
54467,44.452277,-89.54399
54902,43.988616,-88.54699
54935,43.769889,-88.4281
55113,45.011215,-93.15536
55124,44.743963,-93.20624
55125,44.921982,-92.94234
55305,44.953763,-93.43346
55435,44.875614,-93.33487
55901,44.048931,-92.49459
57105,43.525226,-96.73297
58504,46.768617,-100.75381
58701,48.19983,-101.28579
59404,47.514307,-111.34499
59601,46.588803,-112.04193
59701,45.996957,-112.51279
59715,45.707153,-110.9878
59718,45.680811,-111.137
59801,46.855423,-114.01229
59808,46.92275,-114.07639
59901,48.201414,-114.32202
60007,42.005978,-87.99847
60008,42.07506,-88.02508
60025,42.07672,-87.81922
60035,42.181875,-87.80956
60050,42.348406,-88.24769
60061,42.229856,-87.96779
60067,42.10979,-88.04917
60090,42.131526,-87.92958
60137,41.869779,-88.06285
60177,41.99215,-88.30609
60423,41.501178,-87.83875
60453,41.715082,-87.7546
60462,41.623532,-87.83542
60527,41.839679,-88.088716
60563,41.794885,-88.16188
60564,41.707118,-88.19634
60602,41.882937,-87.62874
60607,41.875882,-87.65114
60620,41.740483,-87.65282
60640,41.973181,-87.6665
60706,41.96418,-87.81686
60914,41.170442,-87.86891
61032,42.300918,-89.63208
61081,41.813776,-89.70537
61265,41.490333,-90.50006
61354,41.330789,-89.1299
61401,40.948073,-90.36871
61554,40.567088,-89.63382
61822,40.126854,-88.29315
61938,39.474889,-88.37421
62301,39.929597,-91.37415
62535,39.925806,-88.95928
62650,39.730234,-90.22941
62704,39.7778,-89.67982
62864,38.322558,-88.90842
62901,37.707763,-89.19246
63701,37.32564,-89.5659
64154,39.261679,-94.63353
65065,38.130807,-92.66935
65109,38.568287,-92.25329
65201,38.926838,-92.29003
65301,38.702964,-93.23231
65401,37.94384,-91.77105
65616,36.64417,-93.25668
65803,37.257053,-93.29015
65804,37.161299,-93.2519
66214,38.961756,-94.71498
66223,38.860552,-94.66594
66502,39.184986,-96.56932
66801,38.410549,-96.19736
67846,37.976008,-100.82503
68025,41.434796,-96.48869
68510,40.807106,-96.65634
69101,41.129363,-100.77502
69361,41.885553,-103.65241
71601,34.215648,-91.98841
72032,35.075467,-92.43401
72143,35.239022,-91.73776
72211,34.749723,-92.41345
72653,36.329026,-92.35781
72756,36.342235,-94.07141
72802,35.308848,-93.10909
72903,35.357041,-94.36914
73013,35.623805,-97.47909
73018,35.040526,-97.94723
73099,35.506204,-97.74814
73116,35.544864,-97.55637
73139,35.388461,-97.52713
73401,34.184742,-97.12655
73505,34.613973,-98.46255
73703,36.402666,-97.92836
74006,36.733398,-95.92404
74075,36.149394,-97.05784
74114,36.126894,-95.94657
74132,36.051893,-96.02752
74133,36.04309,-95.88417
74501,34.944399,-95.75709
74601,36.707393,-97.10167
74801,35.327341,-96.93544
74820,34.780243,-96.68761
75001,32.96129,-96.83751
75013,33.106582,-96.69402
75034,33.143792,-96.83938
75039,32.876474,-96.94129
75067,33.020118,-97.00771
75070,33.212203,-96.67522
75081,32.948974,-96.70916
75087,32.93382,-96.45446
75211,32.736931,-96.88253
75228,32.825227,-96.67955
75230,32.901176,-96.79054
75248,32.968123,-96.78863
75402,33.082411,-96.08977
75455,33.166739,-94.9814
75965,31.649582,-94.638278
76018,32.65392,-97.08724
76028,32.535841,-97.30681
76031,32.343115,-97.40081
76039,32.858727,-97.08453
76048,32.424695,-97.78894
76063,32.57701,-97.13485
76092,32.946678,-97.14523
76107,32.738481,-97.38424
76132,32.670345,-97.4143
76135,32.823629,-97.45167
76148,32.869384,-97.25123
76205,33.16156,-97.10376
76401,32.242816,-98.21058
76504,31.09954,-97.35766
76804,31.77419,-99.09213
77007,29.772627,-95.40319
77049,29.832668,-95.1742
77065,29.927675,-95.60547
77069,29.984672,-95.52887
77075,29.620881,-95.26018
77388,30.055195,-95.46826
77539,29.468772,-95.02689
77598,29.539581,-95.13467
78232,29.584698,-98.46987
78245,29.412338,-98.70484
78257,29.646618,-98.6099
78526,25.969007,-97.47211
78539,26.344128,-98.18011
78577,26.201284,-98.18619
